f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f jV0300m jV0300f jV0500m jV0500f 
1.87382e+06 9.34594e-05 -86.8762 0.999235 0.00734733 0 0 108.704 178.414 1 -0 0.108604 178.413 0.00912961 -99.5115
1.91791e+06 9.13174e-05 -86.8035 0.999235 0.0071983 0 0 108.702 178.376 1 -0 0.108602 178.375 0.00933919 -99.3221
1.96304e+06 8.92247e-05 -86.729 0.999235 0.00705316 0 0 108.7 178.338 1 -0 0.1086 178.336 0.0095538 -99.1375
2.00923e+06 8.71803e-05 -86.6527 0.999235 0.00691184 0 0 108.698 178.298 1 -0 0.108598 178.296 0.00977357 -98.9575
2.05651e+06 8.5183e-05 -86.5747 0.999235 0.00677425 0 0 108.696 178.257 1 -0 0.108596 178.256 0.00999862 -98.7822
2.1049e+06 8.32319e-05 -86.4948 0.999235 0.00664032 0 0 108.693 178.216 1 -0 0.108593 178.214 0.0102291 -98.6113
2.15443e+06 8.13257e-05 -86.4131 0.999235 0.00650999 0 0 108.691 178.174 1 -0 0.108591 178.172 0.010465 -98.4449
2.20513e+06 7.94636e-05 -86.3294 0.999235 0.00638317 0 0 108.688 178.13 1 -0 0.108588 178.128 0.0107066 -98.2828
2.25702e+06 7.76444e-05 -86.2438 0.999235 0.00625981 0 0 108.685 178.086 1 -0 0.108586 178.084 0.010954 -98.1251
2.31013e+06 7.58673e-05 -86.1562 0.999235 0.00613982 0 0 108.683 178.04 1 -0 0.108583 178.038 0.0112073 -97.9715
2.36449e+06 7.41312e-05 -86.0665 0.999235 0.00602316 0 0 108.68 177.994 1 -0 0.10858 177.992 0.0114666 -97.8221
2.42013e+06 7.24352e-05 -85.9747 0.999235 0.00590976 0 0 108.676 177.946 1 -0 0.108577 177.944 0.0117322 -97.6768
2.47708e+06 7.07784e-05 -85.8808 0.999235 0.00579954 0 0 108.673 177.897 1 -0 0.108573 177.895 0.012004 -97.5354
2.53536e+06 6.91598e-05 -85.7846 0.999235 0.00569247 0 0 108.67 177.847 1 -0 0.10857 177.845 0.0122823 -97.398
2.59502e+06 6.75787e-05 -85.6862 0.999235 0.00558846 0 0 108.666 177.796 1 -0 0.108566 177.794 0.0125673 -97.2645
2.65609e+06 6.60341e-05 -85.5856 0.999235 0.00548748 0 0 108.662 177.744 1 -0 0.108562 177.742 0.012859 -97.1348
2.71859e+06 6.45253e-05 -85.4825 0.999235 0.00538946 0 0 108.658 177.691 1 -0 0.108558 177.689 0.0131576 -97.0088
2.78256e+06 6.30514e-05 -85.3771 0.999235 0.00529436 0 0 108.654 177.636 1 -0 0.108554 177.634 0.0134634 -96.8865
2.84804e+06 6.16115e-05 -85.2692 0.999236 0.00520211 0 0 108.65 177.58 1 -0 0.10855 177.578 0.0137764 -96.7678
2.91505e+06 6.0205e-05 -85.1588 0.999236 0.00511267 0 0 108.645 177.523 1 -0 0.108545 177.521 0.0140968 -96.6527
2.98365e+06 5.88311e-05 -85.0459 0.999236 0.00502599 0 0 108.64 177.464 1 -0 0.108541 177.462 0.0144248 -96.5411
3.05386e+06 5.7489e-05 -84.9303 0.999236 0.00494203 0 0 108.635 177.404 1 -0 0.108536 177.402 0.0147606 -96.433
3.12572e+06 5.6178e-05 -84.812 0.999236 0.00486073 0 0 108.63 177.343 1 -0 0.10853 177.34 0.0151043 -96.3282
3.19927e+06 5.48974e-05 -84.691 0.999236 0.00478206 0 0 108.625 177.28 1 -0 0.108525 177.278 0.0154561 -96.2268
3.27455e+06 5.36465e-05 -84.5672 0.999236 0.00470596 0 0 108.619 177.216 1 -0 0.108519 177.213 0.0158163 -96.1287
3.3516e+06 5.24245e-05 -84.4405 0.999236 0.00463241 0 0 108.613 177.15 1 -0 0.108513 177.148 0.016185 -96.0339
3.43047e+06 5.1231e-05 -84.3109 0.999236 0.00456135 0 0 108.607 177.083 1 -0 0.108507 177.08 0.0165624 -95.9423
3.51119e+06 5.00652e-05 -84.1783 0.999236 0.00449275 0 0 108.6 177.014 1 -0 0.1085 177.011 0.0169487 -95.8538
3.59381e+06 4.89264e-05 -84.0427 0.999236 0.00442658 0 0 108.593 176.944 1 -0 0.108493 176.941 0.0173441 -95.7684
3.67838e+06 4.78141e-05 -83.9039 0.999236 0.00436278 0 0 108.586 176.872 1 -0 0.108486 176.869 0.0177488 -95.6861
3.76494e+06 4.67277e-05 -83.7619 0.999236 0.00430134 0 0 108.578 176.798 1 -0 0.108479 176.795 0.018163 -95.6068
3.85353e+06 4.56665e-05 -83.6167 0.999236 0.00424221 0 0 108.57 176.722 1 -0 0.108471 176.719 0.0185871 -95.5305
3.94421e+06 4.46301e-05 -83.4681 0.999236 0.00418537 0 0 108.562 176.645 1 -0 0.108462 176.642 0.0190211 -95.4571
4.03702e+06 4.36178e-05 -83.3161 0.999236 0.00413077 0 0 108.553 176.566 1 -0 0.108454 176.563 0.0194653 -95.3867
4.13201e+06 4.26291e-05 -83.1607 0.999236 0.0040784 0 0 108.544 176.485 1 -0 0.108444 176.482 0.0199199 -95.3191
4.22924e+06 4.16634e-05 -83.0017 0.999236 0.00402822 0 0 108.535 176.402 1 -0 0.108435 176.399 0.0203852 -95.2543
4.32876e+06 4.07203e-05 -82.839 0.999236 0.0039802 0 0 108.525 176.318 1 -0 0.108425 176.314 0.0208615 -95.1924
4.43062e+06 3.97992e-05 -82.6727 0.999236 0.00393432 0 0 108.514 176.231 1 -0 0.108414 176.228 0.0213489 -95.1332
4.53488e+06 3.88996e-05 -82.5025 0.999236 0.00389055 0 0 108.503 176.142 1 -0 0.108403 176.139 0.0218478 -95.0767
4.64159e+06 3.8021e-05 -82.3285 0.999236 0.00384886 0 0 108.492 176.052 1 -0 0.108392 176.048 0.0223584 -95.023
4.75081e+06 3.7163e-05 -82.1506 0.999236 0.00380923 0 0 108.48 175.959 1 -0 0.10838 175.955 0.0228809 -94.9719
4.8626e+06 3.63252e-05 -81.9686 0.999236 0.00377164 0 0 108.467 175.864 1 -0 0.108367 175.86 0.0234157 -94.9235
4.97702e+06 3.55069e-05 -81.7826 0.999236 0.00373607 0 0 108.454 175.767 1 -0 0.108354 175.763 0.023963 -94.8777
5.09414e+06 3.47079e-05 -81.5923 0.999237 0.00370249 0 0 108.44 175.667 1 -0 0.10834 175.663 0.0245231 -94.8345
5.21401e+06 3.39276e-05 -81.3977 0.999237 0.00367089 0 0 108.425 175.565 1 -0 0.108326 175.561 0.0250963 -94.7939
5.3367e+06 3.31656e-05 -81.1988 0.999237 0.00364124 0 0 108.41 175.461 1 -0 0.108311 175.457 0.0256829 -94.7558
5.46228e+06 3.24216e-05 -80.9955 0.999237 0.00361353 0 0 108.394 175.355 1 -0 0.108295 175.35 0.0262832 -94.7203
5.59081e+06 3.16952e-05 -80.7876 0.999237 0.00358774 0 0 108.378 175.246 1 -0 0.108278 175.241 0.0268974 -94.6873
5.72237e+06 3.09858e-05 -80.575 0.999237 0.00356386 0 0 108.36 175.134 1 -0 0.108261 175.13 0.027526 -94.6567
5.85702e+06 3.02932e-05 -80.3578 0.999237 0.00354186 0 0 108.342 175.02 1 -0 0.108242 175.015 0.0281693 -94.6286
5.99484e+06 2.9617e-05 -80.1357 0.999237 0.00352174 0 0 108.323 174.903 1 -0 0.108223 174.899 0.0288275 -94.603
6.13591e+06 2.89568e-05 -79.9088 0.999237 0.00350348 0 0 108.303 174.784 1 -0 0.108203 174.779 0.0295011 -94.5798
6.28029e+06 2.83122e-05 -79.6768 0.999237 0.00348706 0 0 108.282 174.662 1 -0 0.108182 174.657 0.0301903 -94.5591
6.42807e+06 2.7683e-05 -79.4398 0.999237 0.00347248 0 0 108.26 174.536 1 -0 0.108161 174.531 0.0308955 -94.5408
6.57933e+06 2.70686e-05 -79.1975 0.999238 0.00345972 0 0 108.237 174.409 1 -0 0.108138 174.403 0.0316171 -94.5248
6.73415e+06 2.6469e-05 -78.95 0.999238 0.00344877 0 0 108.213 174.278 1 -0 0.108114 174.272 0.0323554 -94.5113
6.89261e+06 2.58836e-05 -78.6972 0.999238 0.00343963 0 0 108.188 174.144 1 -0 0.108088 174.138 0.0331109 -94.5001
7.0548e+06 2.53122e-05 -78.4388 0.999238 0.00343228 0 0 108.162 174.007 1 -0 0.108062 174.001 0.0338838 -94.4913
7.22081e+06 2.47544e-05 -78.1749 0.999238 0.00342671 0 0 108.134 173.867 1 -0 0.108035 173.861 0.0346746 -94.4848
7.39072e+06 2.421e-05 -77.9054 0.999238 0.00342292 0 0 108.105 173.723 1 -0 0.108006 173.717 0.0354837 -94.4807
7.56463e+06 2.36787e-05 -77.63 0.999238 0.00342089 0 0 108.075 173.577 1 -0 0.107976 173.571 0.0363115 -94.4789
7.74264e+06 2.31602e-05 -77.3489 0.999239 0.00342063 0 0 108.043 173.427 1 -0 0.107944 173.421 0.0371583 -94.4795
7.92483e+06 2.26542e-05 -77.0618 0.999239 0.00342212 0 0 108.01 173.273 1 -0 0.107911 173.267 0.0380247 -94.4824
8.11131e+06 2.21604e-05 -76.7686 0.999239 0.00342535 0 0 107.975 173.116 1 -0 0.107876 173.11 0.038911 -94.4876
8.30218e+06 2.16785e-05 -76.4694 0.999239 0.00343033 0 0 107.939 172.956 1 -0 0.10784 172.949 0.0398176 -94.4952
8.49753e+06 2.12083e-05 -76.1639 0.999239 0.00343705 0 0 107.901 172.791 1 -0 0.107802 172.785 0.0407451 -94.5051
8.69749e+06 2.07496e-05 -75.8521 0.999239 0.00344551 0 0 107.861 172.623 1 -0 0.107762 172.617 0.0416939 -94.5173
8.90215e+06 2.0302e-05 -75.5338 0.99924 0.00345569 0 0 107.82 172.452 1 -0 0.107721 172.445 0.0426643 -94.5318
9.11163e+06 1.98654e-05 -75.2091 0.99924 0.00346759 0 0 107.776 172.276 1 -0 0.107677 172.269 0.043657 -94.5486
9.32603e+06 1.94395e-05 -74.8778 0.99924 0.00348122 0 0 107.731 172.096 1 -0 0.107632 172.089 0.0446723 -94.5677
9.54548e+06 1.9024e-05 -74.5399 0.99924 0.00349657 0 0 107.683 171.913 1 -0 0.107584 171.905 0.0457108 -94.5892
9.7701e+06 1.86188e-05 -74.1951 0.999241 0.00351363 0 0 107.634 171.725 1 -0 0.107535 171.717 0.0467729 -94.613
1e+07 1.82235e-05 -73.8436 0.999241 0.0035324 0 0 107.581 171.533 1 -0 0.107483 171.525 0.0478591 -94.6391
1.02353e+07 1.78381e-05 -73.4851 0.999241 0.00355288 0 0 107.527 171.336 1 -0 0.107428 171.328 0.04897 -94.6675
1.04762e+07 1.74623e-05 -73.1197 0.999241 0.00357507 0 0 107.47 171.135 1 -0 0.107371 171.127 0.050106 -94.6982
1.07227e+07 1.70958e-05 -72.7472 0.999242 0.00359897 0 0 107.41 170.93 1 -0 0.107312 170.922 0.0512677 -94.7313
1.0975e+07 1.67385e-05 -72.3675 0.999242 0.00362456 0 0 107.348 170.72 1 -0 0.107249 170.711 0.0524556 -94.7667
1.12332e+07 1.63901e-05 -71.9807 0.999242 0.00365185 0 0 107.283 170.505 1 -0 0.107184 170.497 0.0536702 -94.8045
1.14976e+07 1.60505e-05 -71.5866 0.999243 0.00368083 0 0 107.214 170.286 1 -0 0.107116 170.277 0.0549122 -94.8445
1.17681e+07 1.57196e-05 -71.1852 0.999243 0.00371151 0 0 107.143 170.062 1 -0 0.107045 170.052 0.0561819 -94.887
1.2045e+07 1.5397e-05 -70.7765 0.999243 0.00374387 0 0 107.069 169.832 1 -0 0.10697 169.823 0.0574801 -94.9317
1.23285e+07 1.50826e-05 -70.3603 0.999244 0.00377791 0 0 106.991 169.598 1 -0 0.106892 169.588 0.0588072 -94.9788
1.26186e+07 1.47763e-05 -69.9368 0.999244 0.00381364 0 0 106.909 169.359 1 -0 0.106811 169.349 0.0601639 -95.0283
1.29155e+07 1.44778e-05 -69.5057 0.999245 0.00385103 0 0 106.824 169.114 1 -0 0.106726 169.104 0.0615507 -95.0801
1.32194e+07 1.41871e-05 -69.0671 0.999245 0.00389009 0 0 106.735 168.864 1 -0 0.106637 168.853 0.0629682 -95.1343
1.35305e+07 1.39039e-05 -68.621 0.999245 0.00393081 0 0 106.642 168.608 1 -0 0.106544 168.598 0.0644169 -95.1909
1.38489e+07 1.3628e-05 -68.1673 0.999246 0.00397319 0 0 106.545 168.347 1 -0 0.106447 168.336 0.0658976 -95.2498
1.41747e+07 1.33594e-05 -67.7062 0.999246 0.0040172 0 0 106.443 168.08 1 -0 0.106346 168.069 0.0674108 -95.3111
1.45083e+07 1.30978e-05 -67.2374 0.999247 0.00406285 0 0 106.337 167.808 1 -0 0.10624 167.797 0.068957 -95.3748
1.48497e+07 1.28432e-05 -66.7612 0.999247 0.00411013 0 0 106.227 167.53 1 -0 0.106129 167.518 0.0705369 -95.4408
1.51991e+07 1.25953e-05 -66.2774 0.999248 0.00415901 0 0 106.111 167.245 1 -0 0.106014 167.233 0.0721512 -95.5092
1.55568e+07 1.2354e-05 -65.7861 0.999249 0.0042095 0 0 105.99 166.955 1 -0 0.105893 166.943 0.0738004 -95.58
1.59228e+07 1.21192e-05 -65.2874 0.999249 0.00426156 0 0 105.864 166.659 1 -0 0.105767 166.646 0.0754852 -95.6531
1.62975e+07 1.18907e-05 -64.7813 0.99925 0.00431519 0 0 105.733 166.356 1 -0 0.105636 166.343 0.0772062 -95.7286
1.6681e+07 1.16684e-05 -64.2679 0.99925 0.00437037 0 0 105.596 166.047 1 -0 0.105499 166.034 0.078964 -95.8064
1.70735e+07 1.14522e-05 -63.7472 0.999251 0.00442707 0 0 105.452 165.731 1 -0 0.105356 165.718 0.0807592 -95.8866
1.74753e+07 1.12419e-05 -63.2193 0.999252 0.00448528 0 0 105.303 165.409 1 -0 0.105206 165.396 0.0825925 -95.9692
1.78865e+07 1.10374e-05 -62.6843 0.999253 0.00454497 0 0 105.147 165.081 1 -0 0.10505 165.067 0.0844645 -96.054
1.83074e+07 1.08386e-05 -62.1423 0.999253 0.00460611 0 0 104.984 164.745 1 -0 0.104888 164.731 0.0863758 -96.1412
1.87382e+07 1.06453e-05 -61.5934 0.999254 0.00466867 0 0 104.815 164.403 1 -0 0.104719 164.388 0.0883271 -96.2307
1.91791e+07 1.04574e-05 -61.0378 0.999255 0.00473262 0 0 104.638 164.054 1 -0 0.104542 164.039 0.090319 -96.3225
1.96304e+07 1.02749e-05 -60.4756 0.999256 0.00479793 0 0 104.454 163.698 1 -0 0.104358 163.682 0.0923521 -96.4165
2.00923e+07 1.00976e-05 -59.9069 0.999257 0.00486455 0 0 104.262 163.335 1 -0 0.104167 163.319 0.094427 -96.5128
2.05651e+07 9.92532e-06 -59.3319 0.999258 0.00493245 0 0 104.062 162.964 1 -0 0.103967 162.948 0.0965443 -96.6113
2.1049e+07 9.75803e-06 -58.7508 0.999259 0.00500158 0 0 103.854 162.587 1 -0 0.103759 162.57 0.0987048 -96.712
2.15443e+07 9.59558e-06 -58.1638 0.99926 0.0050719 0 0 103.637 162.202 1 -0 0.103542 162.185 0.100909 -96.8149
2.20513e+07 9.43788e-06 -57.571 0.999261 0.00514334 0 0 103.412 161.809 1 -0 0.103317 161.792 0.103157 -96.9198
2.25702e+07 9.28482e-06 -56.9726 0.999262 0.00521586 0 0 103.177 161.41 1 -0 0.103082 161.392 0.10545 -97.0269
2.31013e+07 9.13629e-06 -56.369 0.999263 0.00528939 0 0 102.933 161.002 1 -0 0.102838 160.984 0.107789 -97.1359
2.36449e+07 8.99218e-06 -55.7603 0.999264 0.00536388 0 0 102.679 160.587 1 -0 0.102585 160.569 0.110174 -97.247
2.42013e+07 8.8524e-06 -55.1468 0.999266 0.00543925 0 0 102.415 160.165 1 -0 0.102321 160.146 0.112605 -97.36
2.47708e+07 8.71683e-06 -54.5287 0.999267 0.00551544 0 0 102.14 159.735 1 -0 0.102046 159.715 0.115084 -97.4748
2.53536e+07 8.5854e-06 -53.9063 0.999268 0.00559237 0 0 101.855 159.297 1 -0 0.101761 159.277 0.11761 -97.5915
2.59502e+07 8.45798e-06 -53.2798 0.99927 0.00566995 0 0 101.559 158.851 1 -0 0.101465 158.831 0.120184 -97.7099
2.65609e+07 8.33449e-06 -52.6496 0.999271 0.0057481 0 0 101.251 158.397 1 -0 0.101158 158.377 0.122807 -97.8299
2.71859e+07 8.21484e-06 -52.016 0.999272 0.00582674 0 0 100.932 157.936 1 -0 0.100839 157.915 0.12548 -97.9516
2.78256e+07 8.09892e-06 -51.3792 0.999274 0.00590576 0 0 100.6 157.467 1 -0 0.100508 157.445 0.128202 -98.0747
2.84804e+07 7.98665e-06 -50.7396 0.999276 0.00598507 0 0 100.257 156.99 1 -0 0.100165 156.967 0.130975 -98.1993
2.91505e+07 7.87794e-06 -50.0975 0.999277 0.00606457 0 0 99.9006 156.505 1 -0 0.0998089 156.482 0.133798 -98.3251
2.98365e+07 7.77269e-06 -49.4531 0.999279 0.00614414 0 0 99.5315 156.012 1 -0 0.0994402 155.988 0.136673 -98.4522
3.05386e+07 7.67082e-06 -48.8069 0.999281 0.00622368 0 0 99.1491 155.511 1 -0 0.0990582 155.487 0.139599 -98.5804
3.12572e+07 7.57225e-06 -48.1592 0.999282 0.00630306 0 0 98.7533 155.003 1 -0 0.0986627 154.978 0.142577 -98.7095
3.19927e+07 7.47687e-06 -47.5102 0.999284 0.00638216 0 0 98.3436 154.486 1 -0 0.0982535 154.461 0.145608 -98.8395
3.27455e+07 7.38462e-06 -46.8604 0.999286 0.00646087 0 0 97.9199 153.962 1 -0 0.0978301 153.937 0.148692 -98.9702
3.3516e+07 7.2954e-06 -46.21 0.999288 0.00653904 0 0 97.4818 153.431 1 -0 0.0973924 153.404 0.151829 -99.1014
3.43047e+07 7.20914e-06 -45.5594 0.99929 0.00661654 0 0 97.0291 152.891 1 -0 0.0969402 152.864 0.155021 -99.2331
3.51119e+07 7.12575e-06 -44.909 0.999292 0.00669324 0 0 96.5615 152.344 1 -0 0.096473 152.317 0.158266 -99.3651
3.59381e+07 7.04516e-06 -44.259 0.999294 0.006769 0 0 96.0789 151.79 1 -0 0.0959909 151.762 0.161566 -99.4972
3.67838e+07 6.96729e-06 -43.6098 0.999296 0.00684367 0 0 95.581 151.228 1 -0 0.0954934 151.199 0.164921 -99.6292
3.76494e+07 6.89205e-06 -42.9618 0.999299 0.0069171 0 0 95.0675 150.659 1 -0 0.0949804 150.63 0.168332 -99.761
3.85353e+07 6.81938e-06 -42.3152 0.999301 0.00698915 0 0 94.5384 150.083 1 -0 0.0944518 150.053 0.171798 -99.8924
3.94421e+07 6.74921e-06 -41.6705 0.999303 0.00705966 0 0 93.9935 149.5 1 -0 0.0939074 149.47 0.175321 -100.023
4.03702e+07 6.68145e-06 -41.0278 0.999306 0.00712848 0 0 93.4326 148.911 1 -0 0.0933471 148.879 0.1789 -100.153
4.13201e+07 6.61603e-06 -40.3875 0.999308 0.00719547 0 0 92.8557 148.314 1 -0 0.0927707 148.282 0.182536 -100.282
4.22924e+07 6.5529e-06 -39.7499 0.999311 0.00726047 0 0 92.2626 147.711 1 -0 0.0921781 147.678 0.18623 -100.41
4.32876e+07 6.49197e-06 -39.1154 0.999313 0.00732333 0 0 91.6532 147.102 1 -0 0.0915694 147.068 0.189982 -100.536
4.43062e+07 6.43318e-06 -38.4841 0.999316 0.00738389 0 0 91.0277 146.487 1 -0 0.0909444 146.452 0.193792 -100.661
4.53488e+07 6.37647e-06 -37.8564 0.999319 0.00744201 0 0 90.3859 145.865 1 -0 0.0903032 145.83 0.197662 -100.784
4.64159e+07 6.32176e-06 -37.2325 0.999321 0.00749754 0 0 89.7279 145.239 1 -0 0.0896458 145.202 0.201591 -100.905
4.75081e+07 6.26901e-06 -36.6127 0.999324 0.00755033 0 0 89.0538 144.606 1 -0 0.0889723 144.569 0.20558 -101.024
4.8626e+07 6.21814e-06 -35.9972 0.999327 0.00760026 0 0 88.3636 143.969 1 -0 0.0882828 143.931 0.20963 -101.14
4.97702e+07 6.16909e-06 -35.3863 0.99933 0.00764717 0 0 87.6575 143.326 1 -0 0.0875773 143.287 0.213742 -101.253
5.09414e+07 6.12181e-06 -34.7802 0.999333 0.00769095 0 0 86.9356 142.679 1 -0 0.0868561 142.64 0.217916 -101.363
5.21401e+07 6.07624e-06 -34.1791 0.999335 0.00773147 0 0 86.1981 142.028 1 -0 0.0861194 141.987 0.222153 -101.47
5.3367e+07 6.03233e-06 -33.5832 0.999338 0.0077686 0 0 85.4454 141.373 1 -0 0.0853673 141.331 0.226454 -101.574
5.46228e+07 5.99001e-06 -32.9926 0.999341 0.00780224 0 0 84.6775 140.714 1 -0 0.0846002 140.671 0.230821 -101.674
5.59081e+07 5.94924e-06 -32.4077 0.999344 0.00783229 0 0 83.8949 140.051 1 -0 0.0838184 140.007 0.235253 -101.77
5.72237e+07 5.90997e-06 -31.8285 0.999347 0.00785866 0 0 83.0979 139.385 1 -0 0.0830221 139.34 0.239753 -101.862
5.85702e+07 5.87213e-06 -31.2552 0.99935 0.00788125 0 0 82.2868 138.717 1 -0 0.0822118 138.671 0.244322 -101.95
5.99484e+07 5.8357e-06 -30.6879 0.999354 0.00789999 0 0 81.4621 138.046 1 -0 0.0813878 137.999 0.24896 -102.033
6.13591e+07 5.80061e-06 -30.1268 0.999357 0.00791481 0 0 80.6242 137.372 1 -0 0.0805507 137.324 0.25367 -102.111
6.28029e+07 5.76682e-06 -29.572 0.99936 0.00792567 0 0 79.7735 136.697 1 -0 0.0797008 136.648 0.258452 -102.185
6.42807e+07 5.73429e-06 -29.0236 0.999363 0.00793251 0 0 78.9106 136.021 1 -0 0.0788387 135.971 0.26331 -102.253
6.57933e+07 5.70297e-06 -28.4818 0.999366 0.0079353 0 0 78.036 135.344 1 -0 0.0779649 135.292 0.268244 -102.316
6.73415e+07 5.67283e-06 -27.9465 0.999369 0.00793402 0 0 77.1502 134.665 1 -0 0.07708 134.613 0.273256 -102.374
6.89261e+07 5.64382e-06 -27.4179 0.999372 0.00792866 0 0 76.2539 133.987 1 -0 0.0761845 133.933 0.278349 -102.425
7.0548e+07 5.61589e-06 -26.8961 0.999375 0.00791921 0 0 75.3476 133.308 1 -0 0.0752791 133.253 0.283525 -102.472
7.22081e+07 5.58903e-06 -26.3811 0.999379 0.0079057 0 0 74.432 132.63 1 -0 0.0743643 132.573 0.288786 -102.512
7.39072e+07 5.56318e-06 -25.873 0.999382 0.00788814 0 0 73.5077 131.952 1 -0 0.0734409 131.894 0.294135 -102.546
7.56463e+07 5.53831e-06 -25.3718 0.999385 0.00786656 0 0 72.5754 131.276 1 -0 0.0725095 131.216 0.299574 -102.574
7.74264e+07 5.51438e-06 -24.8776 0.999388 0.00784101 0 0 71.6358 130.6 1 -0 0.0715708 130.54 0.305107 -102.596
7.92483e+07 5.49137e-06 -24.3904 0.999391 0.00781155 0 0 70.6896 129.927 1 -0 0.0706255 129.865 0.310736 -102.611
8.11131e+07 5.46924e-06 -23.9102 0.999394 0.00777824 0 0 69.7375 129.255 1 -0 0.0696743 129.192 0.316465 -102.621
8.30218e+07 5.44796e-06 -23.4371 0.999397 0.00774116 0 0 68.7802 128.586 1 -0 0.0687179 128.521 0.322296 -102.624
8.49753e+07 5.4275e-06 -22.971 0.9994 0.00770039 0 0 67.8184 127.92 1 -0 0.0677571 127.853 0.328234 -102.62
8.69749e+07 5.40783e-06 -22.512 0.999403 0.00765602 0 0 66.853 127.256 1 -0 0.0667925 127.188 0.334282 -102.61
8.90215e+07 5.38892e-06 -22.06 0.999406 0.00760816 0 0 65.8845 126.596 1 -0 0.0658249 126.526 0.340443 -102.594
9.11163e+07 5.37074e-06 -21.615 0.999409 0.00755691 0 0 64.9137 125.94 1 -0 0.0648551 125.868 0.346722 -102.571
9.32603e+07 5.35328e-06 -21.1771 0.999412 0.00750239 0 0 63.9414 125.287 1 -0 0.0638837 125.214 0.353123 -102.542
9.54548e+07 5.33649e-06 -20.7462 0.999415 0.00744472 0 0 62.9682 124.638 1 -0 0.0629115 124.564 0.35965 -102.507
9.7701e+07 5.32036e-06 -20.3223 0.999417 0.00738404 0 0 61.9949 123.994 1 -0 0.0619391 123.918 0.366308 -102.465
1e+08 5.30487e-06 -19.9054 0.99942 0.00732046 0 0 61.0222 123.355 1 -0 0.0609674 123.276 0.373101 -102.418
1.02353e+08 5.28999e-06 -19.4954 0.999423 0.00725414 0 0 60.0508 122.72 1 -0 0.0599968 122.64 0.380033 -102.364
1.04762e+08 5.27569e-06 -19.0922 0.999425 0.0071852 0 0 59.0813 122.091 1 -0 0.0590282 122.009 0.38711 -102.305
1.07227e+08 5.26197e-06 -18.696 0.999428 0.00711379 0 0 58.1143 121.467 1 -0 0.0580622 121.383 0.394337 -102.24
1.0975e+08 5.24878e-06 -18.3065 0.999431 0.00704006 0 0 57.1506 120.849 1 -0 0.0570994 120.762 0.401719 -102.169
1.12332e+08 5.23613e-06 -17.9238 0.999433 0.00696414 0 0 56.1908 120.236 1 -0 0.0561405 120.148 0.409261 -102.093
1.14976e+08 5.22398e-06 -17.5479 0.999435 0.0068862 0 0 55.2353 119.629 1 -0 0.055186 119.539 0.416968 -102.012
1.17681e+08 5.21232e-06 -17.1785 0.999438 0.00680637 0 0 54.2849 119.028 1 -0 0.0542365 118.936 0.424847 -101.925
1.2045e+08 5.20113e-06 -16.8158 0.99944 0.00672481 0 0 53.3401 118.434 1 -0 0.0532926 118.339 0.432902 -101.834
1.23285e+08 5.19039e-06 -16.4597 0.999442 0.00664165 0 0 52.4013 117.846 1 -0 0.0523547 117.749 0.441141 -101.738
1.26186e+08 5.18009e-06 -16.11 0.999445 0.00655704 0 0 51.4692 117.264 1 -0 0.0514235 117.165 0.449567 -101.637
1.29155e+08 5.17021e-06 -15.7667 0.999447 0.00647113 0 0 50.5442 116.689 1 -0 0.0504994 116.588 0.458188 -101.532
1.32194e+08 5.16073e-06 -15.4298 0.999449 0.00638404 0 0 49.6267 116.121 1 -0 0.0495828 116.017 0.46701 -101.424
1.35305e+08 5.15164e-06 -15.0992 0.999451 0.00629593 0 0 48.7172 115.559 1 -0 0.0486742 115.453 0.476039 -101.311
1.38489e+08 5.14292e-06 -14.7748 0.999453 0.00620692 0 0 47.8161 115.005 1 -0 0.0477739 114.896 0.485282 -101.195
1.41747e+08 5.13456e-06 -14.4565 0.999455 0.00611715 0 0 46.9237 114.457 1 -0 0.0468825 114.346 0.494745 -101.075
1.45083e+08 5.12655e-06 -14.1444 0.999457 0.00602673 0 0 46.0405 113.916 1 -0 0.0460001 113.802 0.504434 -100.952
1.48497e+08 5.11887e-06 -13.8382 0.999459 0.0059358 0 0 45.1667 113.382 1 -0 0.0451272 113.266 0.514356 -100.826
1.51991e+08 5.1115e-06 -13.5379 0.99946 0.00584446 0 0 44.3027 112.856 1 -0 0.044264 112.736 0.524519 -100.697
1.55568e+08 5.10445e-06 -13.2435 0.999462 0.00575284 0 0 43.4488 112.336 1 -0 0.0434109 112.214 0.534929 -100.566
1.59228e+08 5.09769e-06 -12.9549 0.999464 0.00566103 0 0 42.6051 111.823 1 -0 0.0425681 111.698 0.545594 -100.433
1.62975e+08 5.09121e-06 -12.672 0.999465 0.00556916 0 0 41.772 111.318 1 -0 0.0417358 111.19 0.55652 -100.297
1.6681e+08 5.08501e-06 -12.3946 0.999467 0.00547731 0 0 40.9496 110.819 1 -0 0.0409142 110.689 0.567714 -100.16
1.70735e+08 5.07906e-06 -12.1229 0.999468 0.00538558 0 0 40.1381 110.328 1 -0 0.0401035 110.194 0.579185 -100.021
1.74753e+08 5.07337e-06 -11.8565 0.99947 0.00529407 0 0 39.3378 109.844 1 -0 0.039304 109.707 0.59094 -99.8804
1.78865e+08 5.06792e-06 -11.5956 0.999471 0.00520284 0 0 38.5487 109.366 1 -0 0.0385156 109.226 0.602986 -99.7387
