f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f jV0300m jV0300f jV0500m jV0500f 
91.1163 0.432137 1.21891 0.494352 28.2934 0 0 24.5019 -90.7816 1 -0 0.0244779 -90.6805 0.000350021 -112.535
93.2603 0.432212 0.590721 0.49687 28.2089 0 0 25.0821 -91.3639 1 -0 0.0250576 -91.2651 0.000356994 -112.675
95.4548 0.432234 -0.0372942 0.499432 28.1319 0 0 25.673 -91.947 1 -0 0.025648 -91.8504 0.000364114 -112.823
97.701 0.432205 -0.66532 0.502042 28.062 0 0 26.2747 -92.5312 1 -0 0.0262492 -92.4368 0.000371382 -112.978
100 0.432124 -1.29355 0.504701 27.9989 0 0 26.8873 -93.1165 1 -0 0.0268612 -93.0244 0.000378801 -113.141
102.353 0.431991 -1.92216 0.507413 27.9424 0 0 27.5108 -93.7033 1 -0 0.0274843 -93.6132 0.000386372 -113.313
104.762 0.431806 -2.55135 0.51018 27.892 0 0 28.1455 -94.2916 1 -0 0.0281184 -94.2036 0.000394095 -113.493
107.227 0.431568 -3.1813 0.513007 27.8474 0 0 28.7913 -94.8815 1 -0 0.0287636 -94.7956 0.000401972 -113.681
109.75 0.431278 -3.8122 0.515895 27.8083 0 0 29.4484 -95.4734 1 -0 0.0294201 -95.3894 0.000410004 -113.878
112.332 0.430935 -4.44423 0.518846 27.7743 0 0 30.1168 -96.0672 1 -0 0.0300879 -95.9852 0.000418193 -114.083
114.976 0.430538 -5.07756 0.521865 27.745 0 0 30.7966 -96.6633 1 -0 0.0307671 -96.5831 0.000426538 -114.297
117.681 0.430088 -5.71238 0.524953 27.7201 0 0 31.4877 -97.2617 1 -0 0.0314577 -97.1834 0.00043504 -114.521
120.45 0.429584 -6.34886 0.528113 27.6991 0 0 32.1903 -97.8626 1 -0 0.0321596 -97.786 0.000443701 -114.753
123.285 0.429024 -6.98716 0.531348 27.6816 0 0 32.9044 -98.4661 1 -0 0.0328731 -98.3913 0.000452519 -114.995
126.186 0.42841 -7.62746 0.534659 27.6673 0 0 33.6299 -99.0724 1 -0 0.033598 -98.9994 0.000461496 -115.246
129.155 0.42774 -8.26992 0.538048 27.6557 0 0 34.3669 -99.6817 1 -0 0.0343343 -99.6103 0.000470631 -115.507
132.194 0.427013 -8.91468 0.541519 27.6463 0 0 35.1154 -100.294 1 -0 0.0350821 -100.224 0.000479924 -115.777
135.305 0.426229 -9.5619 0.545072 27.6388 0 0 35.8752 -100.91 1 -0 0.0358413 -100.841 0.000489374 -116.057
138.489 0.425387 -10.2117 0.548709 27.6327 0 0 36.6464 -101.528 1 -0 0.0366118 -101.462 0.00049898 -116.346
141.747 0.424487 -10.8643 0.552433 27.6275 0 0 37.4289 -102.151 1 -0 0.0373936 -102.086 0.000508743 -116.646
145.083 0.423527 -11.5197 0.556244 27.6229 0 0 38.2226 -102.777 1 -0 0.0381866 -102.713 0.00051866 -116.955
148.497 0.422507 -12.1782 0.560144 27.6184 0 0 39.0274 -103.406 1 -0 0.0389906 -103.344 0.00052873 -117.273
151.991 0.421426 -12.8397 0.564134 27.6135 0 0 39.8431 -104.04 1 -0 0.0398056 -103.979 0.000538951 -117.602
155.568 0.420284 -13.5045 0.568215 27.6078 0 0 40.6697 -104.677 1 -0 0.0406315 -104.617 0.000549322 -117.94
159.228 0.419078 -14.1725 0.572388 27.6009 0 0 41.5069 -105.318 1 -0 0.0414679 -105.26 0.00055984 -118.289
162.975 0.417809 -14.844 0.576653 27.5923 0 0 42.3545 -105.963 1 -0 0.0423148 -105.906 0.000570502 -118.647
166.81 0.416476 -15.519 0.58101 27.5816 0 0 43.2124 -106.612 1 -0 0.043172 -106.557 0.000581306 -119.015
170.735 0.415077 -16.1975 0.58546 27.5684 0 0 44.0804 -107.266 1 -0 0.0440391 -107.212 0.000592249 -119.393
174.753 0.413612 -16.8796 0.590002 27.5522 0 0 44.9581 -107.923 1 -0 0.044916 -107.871 0.000603326 -119.78
178.865 0.41208 -17.5654 0.594636 27.5327 0 0 45.8452 -108.585 1 -0 0.0458024 -108.534 0.000614536 -120.177
183.074 0.410481 -18.2548 0.599361 27.5095 0 0 46.7415 -109.251 1 -0 0.0466979 -109.201 0.000625872 -120.584
187.382 0.408813 -18.948 0.604177 27.4821 0 0 47.6466 -109.921 1 -0 0.0476022 -109.872 0.000637331 -121.001
191.791 0.407075 -19.6449 0.609082 27.4502 0 0 48.5602 -110.596 1 -0 0.048515 -110.548 0.000648908 -121.427
196.304 0.405268 -20.3456 0.614075 27.4135 0 0 49.4819 -111.275 1 -0 0.0494358 -111.228 0.000660598 -121.862
200.923 0.40339 -21.0499 0.619153 27.3715 0 0 50.4113 -111.958 1 -0 0.0503643 -111.912 0.000672395 -122.307
205.651 0.40144 -21.758 0.624316 27.324 0 0 51.3479 -112.645 1 -0 0.0513001 -112.6 0.000684294 -122.761
210.49 0.399419 -22.4696 0.629561 27.2708 0 0 52.2913 -113.336 1 -0 0.0522426 -113.293 0.000696289 -123.224
215.443 0.397326 -23.1849 0.634885 27.2114 0 0 53.2409 -114.032 1 -0 0.0531914 -113.989 0.000708372 -123.696
220.513 0.39516 -23.9037 0.640285 27.1456 0 0 54.1964 -114.731 1 -0 0.054146 -114.689 0.000720538 -124.176
225.702 0.39292 -24.626 0.645759 27.0732 0 0 55.1571 -115.434 1 -0 0.0551059 -115.394 0.00073278 -124.665
231.013 0.390608 -25.3516 0.651303 26.9939 0 0 56.1225 -116.141 1 -0 0.0560704 -116.101 0.000745089 -125.163
236.449 0.388222 -26.0805 0.656914 26.9076 0 0 57.092 -116.852 1 -0 0.057039 -116.813 0.000757459 -125.668
242.013 0.385763 -26.8124 0.662588 26.8141 0 0 58.065 -117.566 1 -0 0.0580111 -117.528 0.000769881 -126.182
247.708 0.38323 -27.5474 0.66832 26.7132 0 0 59.0409 -118.284 1 -0 0.0589862 -118.247 0.000782347 -126.703
253.536 0.380624 -28.2852 0.674107 26.6048 0 0 60.019 -119.005 1 -0 0.0599634 -118.969 0.000794849 -127.231
259.502 0.377945 -29.0257 0.679944 26.4888 0 0 60.9988 -119.729 1 -0 0.0609423 -119.693 0.000807378 -127.767
265.609 0.375194 -29.7686 0.685826 26.3651 0 0 61.9795 -120.456 1 -0 0.0619221 -120.421 0.000819926 -128.31
271.859 0.372371 -30.5139 0.691748 26.2337 0 0 62.9604 -121.185 1 -0 0.0629021 -121.151 0.000832482 -128.859
278.256 0.369477 -31.2612 0.697706 26.0945 0 0 63.9408 -121.917 1 -0 0.0638816 -121.884 0.000845039 -129.415
284.804 0.366512 -32.0105 0.703693 25.9476 0 0 64.92 -122.651 1 -0 0.06486 -122.619 0.000857585 -129.977
291.505 0.363478 -32.7614 0.709706 25.7929 0 0 65.8974 -123.388 1 -0 0.0658365 -123.356 0.000870114 -130.544
298.365 0.360375 -33.5137 0.715737 25.6305 0 0 66.8722 -124.125 1 -0 0.0668103 -124.095 0.000882613 -131.117
305.386 0.357206 -34.2671 0.721783 25.4605 0 0 67.8436 -124.865 1 -0 0.0677809 -124.835 0.000895075 -131.695
312.572 0.353971 -35.0215 0.727836 25.283 0 0 68.8109 -125.606 1 -0 0.0687473 -125.576 0.000907489 -132.278
319.927 0.350671 -35.7765 0.733891 25.098 0 0 69.7735 -126.347 1 -0 0.069709 -126.318 0.000919847 -132.865
327.455 0.347309 -36.5318 0.739943 24.9058 0 0 70.7305 -127.089 1 -0 0.0706652 -127.061 0.000932137 -133.456
335.16 0.343887 -37.2872 0.745986 24.7064 0 0 71.6813 -127.832 1 -0 0.0716151 -127.805 0.000944352 -134.051
343.047 0.340406 -38.0424 0.752014 24.5 0 0 72.6252 -128.575 1 -0 0.0725581 -128.548 0.000956481 -134.649
351.119 0.336868 -38.7971 0.758021 24.2869 0 0 73.5614 -129.317 1 -0 0.0734935 -129.291 0.000968516 -135.25
359.381 0.333276 -39.5509 0.764001 24.0673 0 0 74.4894 -130.059 1 -0 0.0744206 -130.033 0.000980448 -135.854
367.838 0.329631 -40.3036 0.76995 23.8413 0 0 75.4083 -130.8 1 -0 0.0753387 -130.775 0.000992268 -136.46
376.494 0.325937 -41.0548 0.775861 23.6093 0 0 76.3177 -131.54 1 -0 0.0762473 -131.516 0.00100397 -137.067
385.353 0.322196 -41.8043 0.781729 23.3714 0 0 77.2167 -132.278 1 -0 0.0771455 -132.254 0.00101554 -137.676
394.421 0.31841 -42.5516 0.787549 23.1279 0 0 78.105 -133.015 1 -0 0.078033 -132.992 0.00102697 -138.286
403.702 0.314583 -43.2966 0.793316 22.8792 0 0 78.9818 -133.749 1 -0 0.078909 -133.726 0.00103826 -138.896
413.201 0.310716 -44.0388 0.799024 22.6255 0 0 79.8466 -134.481 1 -0 0.079773 -134.459 0.00104939 -139.507
422.924 0.306814 -44.7781 0.80467 22.3671 0 0 80.699 -135.21 1 -0 0.0806246 -135.188 0.00106037 -140.118
432.876 0.302878 -45.5139 0.810249 22.1043 0 0 81.5384 -135.936 1 -0 0.0814632 -135.915 0.00107119 -140.728
443.062 0.298913 -46.2461 0.815756 21.8374 0 0 82.3643 -136.659 1 -0 0.0822884 -136.638 0.00108183 -141.337
453.488 0.294921 -46.9744 0.821187 21.5667 0 0 83.1763 -137.378 1 -0 0.0830997 -137.357 0.00109229 -141.945
464.159 0.290904 -47.6983 0.826539 21.2925 0 0 83.974 -138.092 1 -0 0.0838967 -138.072 0.00110258 -142.551
475.081 0.286867 -48.4178 0.831807 21.0152 0 0 84.7572 -138.803 1 -0 0.0846791 -138.783 0.00111267 -143.155
486.26 0.282813 -49.1323 0.83699 20.7351 0 0 85.5253 -139.509 1 -0 0.0854466 -139.49 0.00112258 -143.757
497.702 0.278743 -49.8418 0.842083 20.4524 0 0 86.2783 -140.209 1 -0 0.0861988 -140.191 0.00113229 -144.356
509.414 0.274663 -50.5459 0.847084 20.1676 0 0 87.0157 -140.905 1 -0 0.0869355 -140.887 0.0011418 -144.953
521.401 0.270574 -51.2443 0.85199 19.8808 0 0 87.7373 -141.595 1 -0 0.0876566 -141.578 0.00115111 -145.546
533.67 0.26648 -51.9368 0.856799 19.5924 0 0 88.4431 -142.28 1 -0 0.0883617 -142.263 0.00116021 -146.135
546.228 0.262385 -52.6232 0.86151 19.3028 0 0 89.1328 -142.958 1 -0 0.0890507 -142.941 0.00116911 -146.72
559.081 0.25829 -53.3031 0.866119 19.0121 0 0 89.8063 -143.631 1 -0 0.0897236 -143.614 0.0011778 -147.302
572.237 0.254199 -53.9765 0.870627 18.7207 0 0 90.4635 -144.297 1 -0 0.0903803 -144.28 0.00118628 -147.879
585.702 0.250114 -54.6431 0.875032 18.4289 0 0 91.1045 -144.956 1 -0 0.0910206 -144.94 0.00119456 -148.451
599.484 0.24604 -55.3027 0.879333 18.1369 0 0 91.729 -145.608 1 -0 0.0916446 -145.593 0.00120262 -149.018
613.591 0.241977 -55.9551 0.883528 17.845 0 0 92.3373 -146.254 1 -0 0.0922523 -146.239 0.00121047 -149.58
628.029 0.23793 -56.6001 0.887619 17.5535 0 0 92.9292 -146.892 1 -0 0.0928437 -146.877 0.00121812 -150.136
642.807 0.2339 -57.2375 0.891604 17.2626 0 0 93.505 -147.523 1 -0 0.0934189 -147.508 0.00122555 -150.687
657.933 0.22989 -57.8673 0.895484 16.9725 0 0 94.0646 -148.146 1 -0 0.093978 -148.132 0.00123278 -151.232
673.415 0.225903 -58.4893 0.899258 16.6835 0 0 94.6081 -148.762 1 -0 0.0945211 -148.748 0.0012398 -151.771
689.261 0.221941 -59.1034 0.902928 16.3957 0 0 95.1358 -149.37 1 -0 0.0950483 -149.356 0.00124661 -152.303
705.48 0.218006 -59.7094 0.906493 16.1095 0 0 95.6478 -149.97 1 -0 0.0955598 -149.957 0.00125323 -152.83
722.081 0.214099 -60.3072 0.909955 15.8249 0 0 96.1442 -150.562 1 -0 0.0960558 -150.549 0.00125964 -153.35
739.072 0.210224 -60.8968 0.913314 15.5422 0 0 96.6254 -151.145 1 -0 0.0965365 -151.133 0.00126585 -153.863
756.463 0.206381 -61.4781 0.916572 15.2615 0 0 97.0914 -151.721 1 -0 0.0970021 -151.709 0.00127187 -154.37
774.264 0.202574 -62.051 0.91973 14.983 0 0 97.5425 -152.288 1 -0 0.0974528 -152.276 0.0012777 -154.87
792.483 0.198802 -62.6154 0.922789 14.7068 0 0 97.979 -152.847 1 -0 0.0978889 -152.836 0.00128334 -155.362
811.131 0.195069 -63.1713 0.925751 14.4332 0 0 98.4012 -153.398 1 -0 0.0983107 -153.387 0.0012888 -155.848
830.218 0.191375 -63.7187 0.928616 14.1622 0 0 98.8092 -153.94 1 -0 0.0987184 -153.929 0.00129407 -156.327
849.753 0.187721 -64.2576 0.931388 13.8939 0 0 99.2035 -154.474 1 -0 0.0991123 -154.463 0.00129917 -156.799
869.749 0.184109 -64.7879 0.934067 13.6285 0 0 99.5842 -155 1 -0 0.0994927 -154.989 0.00130409 -157.263
890.215 0.180541 -65.3096 0.936655 13.3661 0 0 99.9518 -155.517 1 -0 0.0998599 -155.506 0.00130884 -157.72
911.163 0.177016 -65.8228 0.939155 13.1067 0 0 100.306 -156.025 1 -0 0.100214 -156.015 0.00131342 -158.17
932.603 0.173536 -66.3274 0.941568 12.8505 0 0 100.648 -156.525 1 -0 0.100556 -156.515 0.00131784 -158.612
954.548 0.170102 -66.8234 0.943896 12.5975 0 0 100.978 -157.017 1 -0 0.100885 -157.007 0.00132211 -159.048
977.01 0.166714 -67.311 0.946142 12.3477 0 0 101.296 -157.5 1 -0 0.101203 -157.491 0.00132622 -159.476
1000 0.163374 -67.79 0.948306 12.1014 0 0 101.602 -157.975 1 -0 0.101509 -157.966 0.00133017 -159.896
1023.53 0.160081 -68.2607 0.950393 11.8585 0 0 101.897 -158.441 1 -0 0.101803 -158.432 0.00133399 -160.31
1047.62 0.156837 -68.7229 0.952402 11.619 0 0 102.181 -158.9 1 -0 0.102087 -158.891 0.00133766 -160.716
1072.27 0.15364 -69.1768 0.954337 11.383 0 0 102.454 -159.35 1 -0 0.10236 -159.341 0.00134119 -161.115
1097.5 0.150493 -69.6224 0.9562 11.1505 0 0 102.717 -159.791 1 -0 0.102622 -159.783 0.00134458 -161.506
1123.32 0.147395 -70.0599 0.957993 10.9216 0 0 102.969 -160.225 1 -0 0.102875 -160.217 0.00134785 -161.89
1149.76 0.144346 -70.4892 0.959717 10.6963 0 0 103.212 -160.651 1 -0 0.103117 -160.643 0.00135099 -162.268
1176.81 0.141347 -70.9104 0.961375 10.4745 0 0 103.446 -161.068 1 -0 0.103351 -161.06 0.00135401 -162.638
1204.5 0.138397 -71.3236 0.962969 10.2564 0 0 103.67 -161.478 1 -0 0.103575 -161.47 0.00135692 -163.001
1232.85 0.135496 -71.729 0.964502 10.0419 0 0 103.886 -161.88 1 -0 0.10379 -161.872 0.0013597 -163.357
1261.86 0.132645 -72.1265 0.965974 9.83094 0 0 104.093 -162.274 1 -0 0.103997 -162.267 0.00136238 -163.706
1291.55 0.129843 -72.5163 0.967388 9.62362 0 0 104.291 -162.661 1 -0 0.104196 -162.654 0.00136495 -164.048
1321.94 0.12709 -72.8984 0.968746 9.41989 0 0 104.482 -163.04 1 -0 0.104386 -163.033 0.00136742 -164.384
1353.05 0.124386 -73.273 0.970049 9.21973 0 0 104.665 -163.411 1 -0 0.104569 -163.404 0.00136979 -164.712
1384.89 0.12173 -73.6402 0.9713 9.02315 0 0 104.841 -163.775 1 -0 0.104745 -163.769 0.00137206 -165.034
1417.47 0.119123 -74 0.972501 8.8301 0 0 105.009 -164.132 1 -0 0.104913 -164.126 0.00137424 -165.35
1450.83 0.116563 -74.3526 0.973653 8.64058 0 0 105.171 -164.482 1 -0 0.105074 -164.476 0.00137633 -165.659
1484.97 0.114051 -74.6981 0.974758 8.45456 0 0 105.326 -164.825 1 -0 0.105229 -164.818 0.00137833 -165.961
1519.91 0.111586 -75.0365 0.975817 8.27201 0 0 105.474 -165.16 1 -0 0.105378 -165.154 0.00138026 -166.257
1555.68 0.109168 -75.368 0.976833 8.0929 0 0 105.617 -165.489 1 -0 0.10552 -165.483 0.0013821 -166.547
1592.28 0.106796 -75.6926 0.977807 7.9172 0 0 105.753 -165.811 1 -0 0.105656 -165.805 0.00138386 -166.831
1629.75 0.10447 -76.0106 0.97874 7.74487 0 0 105.884 -166.127 1 -0 0.105787 -166.121 0.00138555 -167.108
1668.1 0.102189 -76.3219 0.979634 7.57587 0 0 106.009 -166.435 1 -0 0.105912 -166.43 0.00138717 -167.38
1707.35 0.0999523 -76.6268 0.980491 7.41018 0 0 106.129 -166.738 1 -0 0.106032 -166.732 0.00138873 -167.646
1747.53 0.0977601 -76.9252 0.981312 7.24775 0 0 106.244 -167.034 1 -0 0.106146 -167.029 0.00139021 -167.905
1788.65 0.0956114 -77.2173 0.982098 7.08854 0 0 106.354 -167.324 1 -0 0.106256 -167.319 0.00139164 -168.159
1830.74 0.0935058 -77.5033 0.982851 6.93251 0 0 106.459 -167.608 1 -0 0.106362 -167.602 0.001393 -168.408
1873.82 0.0914427 -77.7832 0.983572 6.77961 0 0 106.56 -167.885 1 -0 0.106462 -167.88 0.00139431 -168.651
1917.91 0.0894213 -78.0572 0.984262 6.62981 0 0 106.657 -168.157 1 -0 0.106559 -168.152 0.00139556 -168.888
1963.04 0.0874412 -78.3252 0.984923 6.48306 0 0 106.749 -168.423 1 -0 0.106651 -168.418 0.00139675 -169.12
2009.23 0.0855016 -78.5876 0.985555 6.33931 0 0 106.837 -168.683 1 -0 0.106739 -168.679 0.0013979 -169.346
2056.51 0.0836021 -78.8442 0.98616 6.19851 0 0 106.922 -168.938 1 -0 0.106824 -168.934 0.00139899 -169.568
2104.9 0.0817419 -79.0954 0.986739 6.06064 0 0 107.003 -169.187 1 -0 0.106905 -169.183 0.00140004 -169.784
2154.43 0.0799204 -79.3411 0.987294 5.92562 0 0 107.08 -169.431 1 -0 0.106982 -169.427 0.00140104 -169.995
2205.13 0.078137 -79.5815 0.987824 5.79343 0 0 107.154 -169.67 1 -0 0.107056 -169.666 0.001402 -170.201
2257.02 0.0763911 -79.8166 0.988331 5.66401 0 0 107.225 -169.903 1 -0 0.107127 -169.899 0.00140292 -170.402
2310.13 0.074682 -80.0466 0.988816 5.53732 0 0 107.293 -170.131 1 -0 0.107194 -170.127 0.0014038 -170.599
2364.49 0.0730092 -80.2716 0.98928 5.41331 0 0 107.358 -170.355 1 -0 0.107259 -170.351 0.00140464 -170.79
2420.13 0.0713718 -80.4916 0.989724 5.29193 0 0 107.42 -170.573 1 -0 0.107321 -170.569 0.00140544 -170.977
2477.08 0.0697694 -80.7068 0.990148 5.17314 0 0 107.479 -170.787 1 -0 0.10738 -170.783 0.00140621 -171.16
2535.36 0.0682014 -80.9173 0.990554 5.05689 0 0 107.536 -170.996 1 -0 0.107437 -170.992 0.00140695 -171.338
2595.02 0.0666669 -81.1231 0.990941 4.94314 0 0 107.59 -171.2 1 -0 0.107491 -171.196 0.00140765 -171.511
2656.09 0.0651656 -81.3244 0.991312 4.83183 0 0 107.641 -171.4 1 -0 0.107542 -171.396 0.00140832 -171.68
2718.59 0.0636967 -81.5212 0.991667 4.72293 0 0 107.691 -171.595 1 -0 0.107592 -171.592 0.00140896 -171.845
2782.56 0.0622596 -81.7136 0.992006 4.61639 0 0 107.738 -171.786 1 -0 0.107639 -171.783 0.00140958 -172.006
2848.04 0.0608538 -81.9018 0.99233 4.51216 0 0 107.783 -171.973 1 -0 0.107684 -171.97 0.00141017 -172.163
2915.05 0.0594786 -82.0857 0.992639 4.41021 0 0 107.827 -172.156 1 -0 0.107727 -172.152 0.00141073 -172.315
2983.65 0.0581334 -82.2656 0.992935 4.31047 0 0 107.868 -172.334 1 -0 0.107769 -172.331 0.00141127 -172.464
3053.86 0.0568177 -82.4415 0.993218 4.21293 0 0 107.907 -172.509 1 -0 0.107808 -172.506 0.00141178 -172.608
3125.72 0.0555309 -82.6134 0.993488 4.11752 0 0 107.945 -172.68 1 -0 0.107846 -172.677 0.00141227 -172.749
3199.27 0.0542723 -82.7815 0.993747 4.0242 0 0 107.981 -172.847 1 -0 0.107882 -172.844 0.00141274 -172.886
3274.55 0.0530415 -82.9458 0.993993 3.93295 0 0 108.015 -173.01 1 -0 0.107916 -173.007 0.00141319 -173.02
3351.6 0.0518378 -83.1064 0.994229 3.8437 0 0 108.048 -173.169 1 -0 0.107949 -173.166 0.00141362 -173.149
3430.47 0.0506608 -83.2634 0.994454 3.75643 0 0 108.08 -173.325 1 -0 0.10798 -173.322 0.00141403 -173.275
3511.19 0.0495098 -83.4168 0.99467 3.6711 0 0 108.11 -173.478 1 -0 0.10801 -173.475 0.00141442 -173.398
3593.81 0.0483844 -83.5669 0.994875 3.58766 0 0 108.138 -173.627 1 -0 0.108039 -173.624 0.0014148 -173.517
3678.38 0.0472841 -83.7135 0.995072 3.50607 0 0 108.166 -173.772 1 -0 0.108066 -173.77 0.00141516 -173.633
3764.94 0.0462082 -83.8568 0.99526 3.42629 0 0 108.192 -173.915 1 -0 0.108092 -173.912 0.0014155 -173.745
3853.53 0.0451563 -83.9969 0.995439 3.3483 0 0 108.217 -174.054 1 -0 0.108117 -174.051 0.00141583 -173.854
3944.21 0.0441279 -84.1338 0.99561 3.27205 0 0 108.241 -174.19 1 -0 0.108141 -174.188 0.00141614 -173.96
4037.02 0.0431224 -84.2676 0.995774 3.1975 0 0 108.264 -174.323 1 -0 0.108164 -174.321 0.00141645 -174.062
4132.01 0.0421395 -84.3984 0.99593 3.12462 0 0 108.285 -174.453 1 -0 0.108186 -174.451 0.00141673 -174.162
4229.24 0.0411786 -84.5262 0.996079 3.05337 0 0 108.306 -174.58 1 -0 0.108207 -174.578 0.00141701 -174.258
4328.76 0.0402393 -84.6511 0.996222 2.98373 0 0 108.326 -174.704 1 -0 0.108226 -174.702 0.00141727 -174.352
4430.62 0.0393211 -84.7731 0.996358 2.91564 0 0 108.345 -174.825 1 -0 0.108245 -174.823 0.00141753 -174.442
4534.88 0.0384235 -84.8924 0.996488 2.84909 0 0 108.363 -174.944 1 -0 0.108263 -174.942 0.00141777 -174.529
4641.59 0.0375462 -85.009 0.996612 2.78404 0 0 108.38 -175.06 1 -0 0.108281 -175.058 0.001418 -174.614
4750.81 0.0366886 -85.1229 0.996731 2.72045 0 0 108.397 -175.173 1 -0 0.108297 -175.171 0.00141822 -174.695
4862.6 0.0358503 -85.2342 0.996844 2.65829 0 0 108.413 -175.284 1 -0 0.108313 -175.282 0.00141843 -174.774
4977.02 0.035031 -85.343 0.996952 2.59754 0 0 108.428 -175.392 1 -0 0.108328 -175.39 0.00141864 -174.85
5094.14 0.0342302 -85.4493 0.997055 2.53816 0 0 108.442 -175.498 1 -0 0.108342 -175.496 0.00141883 -174.923
5214.01 0.0334475 -85.5532 0.997154 2.48013 0 0 108.456 -175.601 1 -0 0.108356 -175.6 0.00141902 -174.994
5336.7 0.0326824 -85.6547 0.997248 2.4234 0 0 108.469 -175.702 1 -0 0.108369 -175.701 0.0014192 -175.061
5462.28 0.0319348 -85.7539 0.997338 2.36796 0 0 108.482 -175.801 1 -0 0.108382 -175.799 0.00141938 -175.127
5590.81 0.031204 -85.8508 0.997424 2.31378 0 0 108.493 -175.897 1 -0 0.108394 -175.896 0.00141954 -175.189
5722.37 0.0304899 -85.9455 0.997506 2.26082 0 0 108.505 -175.992 1 -0 0.108405 -175.99 0.0014197 -175.249
5857.02 0.0297919 -86.038 0.997584 2.20907 0 0 108.516 -176.084 1 -0 0.108416 -176.082 0.00141986 -175.307
5994.84 0.0291098 -86.1284 0.997659 2.15849 0 0 108.526 -176.174 1 -0 0.108426 -176.172 0.00142 -175.362
6135.91 0.0284431 -86.2167 0.997731 2.10906 0 0 108.536 -176.262 1 -0 0.108436 -176.26 0.00142015 -175.414
6280.29 0.0277917 -86.303 0.997799 2.06076 0 0 108.546 -176.348 1 -0 0.108446 -176.346 0.00142028 -175.464
6428.07 0.027155 -86.3874 0.997864 2.01355 0 0 108.555 -176.432 1 -0 0.108455 -176.43 0.00142042 -175.512
6579.33 0.0265328 -86.4697 0.997926 1.96741 0 0 108.563 -176.514 1 -0 0.108464 -176.513 0.00142054 -175.557
6734.15 0.0259248 -86.5502 0.997985 1.92233 0 0 108.572 -176.594 1 -0 0.108472 -176.593 0.00142067 -175.599
6892.61 0.0253306 -86.6289 0.998042 1.87827 0 0 108.58 -176.673 1 -0 0.10848 -176.671 0.00142079 -175.64
7054.8 0.02475 -86.7057 0.998096 1.83522 0 0 108.587 -176.749 1 -0 0.108487 -176.748 0.0014209 -175.678
7220.81 0.0241826 -86.7807 0.998148 1.79315 0 0 108.594 -176.824 1 -0 0.108494 -176.823 0.00142102 -175.714
7390.72 0.0236281 -86.8541 0.998197 1.75203 0 0 108.601 -176.897 1 -0 0.108501 -176.896 0.00142113 -175.747
7564.63 0.0230863 -86.9257 0.998244 1.71186 0 0 108.608 -176.969 1 -0 0.108508 -176.968 0.00142123 -175.778
7742.64 0.0225569 -86.9957 0.998289 1.6726 0 0 108.614 -177.039 1 -0 0.108514 -177.038 0.00142133 -175.807
7924.83 0.0220395 -87.0641 0.998332 1.63423 0 0 108.62 -177.107 1 -0 0.10852 -177.106 0.00142143 -175.834
8111.31 0.0215339 -87.1309 0.998373 1.59675 0 0 108.626 -177.174 1 -0 0.108526 -177.173 0.00142153 -175.858
8302.18 0.0210399 -87.1961 0.998412 1.56012 0 0 108.631 -177.239 1 -0 0.108531 -177.238 0.00142163 -175.88
8497.53 0.0205572 -87.2598 0.998449 1.52432 0 0 108.636 -177.303 1 -0 0.108536 -177.302 0.00142172 -175.9
8697.49 0.0200855 -87.3221 0.998485 1.48935 0 0 108.641 -177.365 1 -0 0.108541 -177.364 0.00142182 -175.918
8902.15 0.0196246 -87.3829 0.998519 1.45517 0 0 108.646 -177.426 1 -0 0.108546 -177.425 0.00142191 -175.933
9111.63 0.0191742 -87.4423 0.998552 1.42178 0 0 108.651 -177.485 1 -0 0.108551 -177.484 0.001422 -175.947
9326.03 0.0187341 -87.5004 0.998583 1.38914 0 0 108.655 -177.543 1 -0 0.108555 -177.542 0.00142208 -175.958
9545.48 0.0183041 -87.5571 0.998612 1.35726 0 0 108.659 -177.6 1 -0 0.108559 -177.599 0.00142217 -175.967
9770.1 0.017884 -87.6124 0.998641 1.3261 0 0 108.663 -177.656 1 -0 0.108563 -177.655 0.00142226 -175.973
10000 0.0174734 -87.6665 0.998668 1.29566 0 0 108.667 -177.71 1 -0 0.108567 -177.709 0.00142234 -175.978
10235.3 0.0170723 -87.7193 0.998693 1.26592 0 0 108.67 -177.763 1 -0 0.10857 -177.762 0.00142243 -175.98
10476.2 0.0166803 -87.7709 0.998718 1.23685 0 0 108.674 -177.815 1 -0 0.108574 -177.814 0.00142251 -175.981
10722.7 0.0162973 -87.8213 0.998741 1.20845 0 0 108.677 -177.865 1 -0 0.108577 -177.864 0.0014226 -175.979
10975 0.0159231 -87.8706 0.998764 1.18071 0 0 108.68 -177.915 1 -0 0.10858 -177.914 0.00142268 -175.975
11233.2 0.0155575 -87.9186 0.998785 1.15359 0 0 108.683 -177.963 1 -0 0.108583 -177.962 0.00142277 -175.968
11497.6 0.0152002 -87.9656 0.998806 1.1271 0 0 108.686 -178.01 1 -0 0.108586 -178.01 0.00142285 -175.96
11768.1 0.0148511 -88.0114 0.998825 1.10122 0 0 108.689 -178.057 1 -0 0.108589 -178.056 0.00142294 -175.949
12045 0.01451 -88.0562 0.998844 1.07593 0 0 108.691 -178.102 1 -0 0.108591 -178.101 0.00142303 -175.937
12328.5 0.0141768 -88.0999 0.998862 1.05121 0 0 108.694 -178.146 1 -0 0.108594 -178.145 0.00142311 -175.922
