f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f 12m 12f 13m 13f 14m 14f 15m 15f 16m 16f jV0500m jV0500f jV0700m jV0700f jV0200m jV0200f jV0400m jV0400f jV0013m jV0013f jV0015m jV0015f jV0010m jV0010f jV0012m jV0012f
1.2915496650e+006 4.331249180832756e+001 -4.198591035088375 0.000000000000000e+000 0.000000000000000 4.328290826274660e+001 -4.708500825690757 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.176410940952375e+002 -74.283422614067732 0.000000000000000e+000 179.999999999988148 4.195928369188102e+001 -23.766851298614050 4.331249180832756e+001 175.801408964899764 0.000000000000000e+000 0.000000000000000 4.328290826274660e+001 175.291499174297400 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 1.176410940952375e+002 105.716577385920431 0.000000000000000e+000 0.000000000000000 4.195928369188069e+001 156.233148701374262 2.949871988087121e+001 105.714248518898756 7.935878579946274e+000 155.799186749062386 7.978531388244671e-001 175.770448737180004 7.939732275769528e-001 174.606331043914508 2.949871988087121e+001 105.714248518898756 7.935878579946191e+000 155.799186749062557 7.978531388244671e-001 175.770448737180004 7.939732275769528e-001 174.606331043914508
1.6681005372e+006 4.323514456864184e+001 -5.416224885393870 0.000000000000000e+000 0.000000000000000 4.318581097000254e+001 -6.072153544038517 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 9.245387489113158e+001 -77.708632203154494 0.000000000000000e+000 179.999999999988148 3.985267310651598e+001 -29.629007439950968 4.323514456864184e+001 174.583775114594289 0.000000000000000e+000 0.000000000000000 4.318581097000254e+001 173.927846455949634 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 9.245387489113158e+001 102.291367796833669 0.000000000000000e+000 0.000000000000000 3.985267310651567e+001 150.370992560037365 2.318297853139550e+001 102.288359949413078 7.537593770710683e+000 149.810516306120434 7.964284142063069e-001 174.543788445454197 7.922299345750515e-001 173.042945966646926 2.318297853139550e+001 102.288359949413078 7.537593770710609e+000 149.810516306120633 7.964284142063069e-001 174.543788445454197 7.922299345750515e-001 173.042945966646926
2.1544346900e+006 4.310703862925496e+001 -6.981476547258591 0.000000000000000e+000 0.000000000000000 4.302528700549538e+001 -7.823003083347206 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 7.224231788874349e+001 -80.424663889494951 0.000000000000000e+000 179.999999999988148 3.694987129441079e+001 -36.299793181453587 4.310703862925496e+001 173.018523452729568 0.000000000000000e+000 0.000000000000000 4.302528700549538e+001 172.176996916640945 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 7.224231788874349e+001 99.575336110493211 0.000000000000000e+000 0.000000000000000 3.694987129441054e+001 143.700206818534781 1.811489359626049e+001 99.571451326167121 6.988791475226363e+000 142.976339325820987 7.940687222175092e-001 172.966878689198467 7.893480572427750e-001 171.034164688736524 1.811489359626049e+001 99.571451326167121 6.988791475226300e+000 142.976339325821186 7.940687222175092e-001 172.966878689198467 7.893480572427750e-001 171.034164688736524
2.7825594022e+006 4.289585595240234e+001 -8.987372518218409 0.000000000000000e+000 0.000000000000000 4.276145475230881e+001 -10.062313535394882 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 5.624714929557395e+001 -82.558490254464914 0.000000000000000e+000 179.999999999988148 3.326046937614097e+001 -43.492938822653180 4.289585595240234e+001 171.012627481769755 0.000000000000000e+000 0.000000000000000 4.276145475230881e+001 169.937686464593270 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 5.624714929557395e+001 97.441509745523248 0.000000000000000e+000 0.000000000000000 3.326046937614079e+001 136.507061177335203 1.410407578167953e+001 97.436492353633369 6.291304132044327e+000 135.572183588966197 7.901787701585418e-001 170.945925716800218 7.846119949618997e-001 168.461792629967164 1.410407578167953e+001 97.436492353633369 6.291304132044277e+000 135.572183588966425 7.901787701585418e-001 170.945925716800218 7.846119949618997e-001 168.461792629967164
3.5938136638e+006 4.255038524127944e+001 -11.544959083469433 0.000000000000000e+000 0.000000000000000 4.233195447658629e+001 -12.908333876871005 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 4.369715548871890e+001 -84.225325004819055 0.000000000000000e+000 179.999999999988148 2.898814215932300e+001 -50.781940636320947 4.255038524127944e+001 168.455040916518726 0.000000000000000e+000 0.000000000000000 4.233195447658629e+001 167.091666123117136 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 4.369715548871890e+001 95.774674995169093 0.000000000000000e+000 0.000000000000000 2.898814215932286e+001 129.218059363667436 1.095714185970305e+001 95.768194784365548 5.483669932960009e+000 128.010690105848568 7.838152556966320e-001 168.368892300317896 7.769033835117868e-001 165.185757500402730 1.095714185970305e+001 95.768194784365548 5.483669932959970e+000 128.010690105848767 7.838152556966320e-001 168.368892300317896 7.769033835117868e-001 165.185757500402730
4.6415888336e+006 4.199222630316601e+001 -14.779267648886416 0.000000000000000e+000 0.000000000000000 4.164343270402679e+001 -16.488863424509624 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 3.390192135272911e+001 -85.522812888731480 0.000000000000000e+000 179.999999999988148 2.449058325619647e+001 -57.712005120248193 4.199222630316601e+001 165.220732351101731 0.000000000000000e+000 0.000000000000000 4.164343270402679e+001 163.511136575478531 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 3.390192135272911e+001 94.477187111256669 0.000000000000000e+000 0.000000000000000 2.449058325619637e+001 122.287994879740168 8.500968976380538e+000 94.468817597187964 4.633556409314946e+000 120.728771686068683 7.735340647858612e-001 165.109467190724473 7.645495290400799e-001 161.050167115619075 8.500968976380538e+000 94.468817597187964 4.633556409314918e+000 120.728771686068868 7.735340647858612e-001 165.109467190724473 7.645495290400799e-001 161.050167115619075
5.9948425032e+006 4.110812654068466e+001 -18.816144067561972 0.000000000000000e+000 0.000000000000000 4.056607670822714e+001 -20.921924807204466 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 2.628111721788386e+001 -86.530650020491407 0.000000000000000e+000 179.999999999988148 2.014841460975945e+001 -63.930171223088081 4.110812654068466e+001 161.183855932426184 0.000000000000000e+000 0.000000000000000 4.056607670822714e+001 159.078075192783700 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.628111721788386e+001 93.469349979496741 0.000000000000000e+000 0.000000000000000 2.014841460975939e+001 116.069828776900252 6.590038405252971e+000 93.458540336456323 3.812971794514494e+000 114.056346568131090 7.572491167141266e-001 161.040151572500832 7.452284555701453e-001 155.900915350937055 6.590038405252971e+000 93.458540336456323 3.812971794514474e+000 114.056346568131232 7.572491167141266e-001 161.040151572500832 7.452284555701453e-001 155.900915350937055
7.7426368268e+006 3.975000321653408e+001 -23.753598591425678 0.000000000000000e+000 0.000000000000000 3.894119353096623e+001 -26.278374154230711 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 2.036345356627195e+001 -87.312493233929814 0.000000000000000e+000 179.999999999988148 1.624096033424014e+001 -69.253190802502289 3.975000321653408e+001 156.246401408562463 0.000000000000000e+000 0.000000000000000 3.894119353096623e+001 153.721625845757444 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.036345356627195e+001 92.687506766058334 0.000000000000000e+000 0.000000000000000 1.624096033424010e+001 110.746809197486016 5.106173438076545e+000 92.673545575321228 3.074775655954028e+000 108.147011598750055 7.322327873127138e-001 156.060800350652414 7.161118548032919e-001 149.620970917695246 5.106173438076545e+000 92.673545575321228 3.074775655954013e+000 108.147011598750169 7.322327873127138e-001 156.060800350652414 7.161118548032919e-001 149.620970917695246
1.0000000000e+007 3.775625291335171e+001 -29.613565679004338 0.000000000000000e+000 0.000000000000000 3.661730824370647e+001 -32.526356466657809 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.577362882888865e+001 -87.918549849639234 0.000000000000000e+000 179.999999999988148 1.290321574738232e+001 -73.653958342356077 3.775625291335171e+001 150.386434320983824 0.000000000000000e+000 0.000000000000000 3.661730824370647e+001 147.473643533330346 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 1.577362882888865e+001 92.081450150348914 0.000000000000000e+000 0.000000000000000 1.290321574738229e+001 106.346041657632199 3.955266521148696e+000 92.063418579367621 2.444544647488694e+000 102.989811627663229 6.955084523497981e-001 150.146721896990329 6.745258623227680e-001 142.183467021853062 3.955266521148696e+000 92.063418579367621 2.444544647488683e+000 102.989811627663315 6.955084523497981e-001 150.146721896990329 6.745258623227680e-001 142.183467021853062
1.2915496650e+007 3.500847918695343e+001 -36.282647775651057 0.000000000000000e+000 0.000000000000000 3.352264864247546e+001 -39.476350587370241 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.221617553322130e+001 -88.388124777388470 0.000000000000000e+000 179.999999999988148 1.015283227936194e+001 -77.205902729030910 3.500847918695343e+001 143.717352224337105 0.000000000000000e+000 0.000000000000000 3.352264864247546e+001 140.523649412617914 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 1.221617553322130e+001 91.611875222599693 0.000000000000000e+000 0.000000000000000 1.015283227936192e+001 102.794097270957337 3.063228647370695e+000 91.588586553652775 1.925678973836340e+000 98.462665077189556 6.448954456537372e-001 143.407752930278917 6.192703572533997e-001 133.704029341922535 3.063228647370695e+000 91.588586553652775 1.925678973836332e+000 98.462665077189598 6.448954456537372e-001 143.407752930278917 6.192703572533997e-001 133.704029341922535
1.6681005372e+007 3.151535872055991e+001 -43.474994654347491 0.000000000000000e+000 0.000000000000000 2.974607444196049e+001 -46.770032887219280 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 9.460040119996641e+000 -88.751851682881806 0.000000000000000e+000 179.999999999988148 7.939324030371574e+000 -80.027923672634856 3.151535872055991e+001 136.525005345640665 0.000000000000000e+000 0.000000000000000 2.974607444196049e+001 133.229967112768861 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 9.460040119996641e+000 91.248148317106342 0.000000000000000e+000 0.000000000000000 7.939324030371560e+000 99.972076327353378 2.372122717239828e+000 91.218069845635995 1.508711379833878e+000 94.384912187801604 5.805539117982417e-001 136.125145081142904 5.520871591861092e-001 124.449643382026437 2.372122717239828e+000 91.218069845635995 1.508711379833872e+000 94.384912187801618 5.805539117982417e-001 136.125145081142904 5.520871591861092e-001 124.449643382026437
2.1544346900e+007 2.746937200089093e+001 -50.764334951226346 0.000000000000000e+000 0.000000000000000 2.555711512687023e+001 -53.951207915594416 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 7.325261569831577e+000 -89.033542859625626 0.000000000000000e+000 179.999999999988148 6.184380755591596e+000 -82.247721366457228 2.746937200089093e+001 129.235665048761803 0.000000000000000e+000 0.000000000000000 2.555711512687023e+001 126.048792084393739 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 7.325261569831577e+000 90.966457140362522 0.000000000000000e+000 0.000000000000000 6.184380755591584e+000 97.752278633530992 1.836823180325656e+000 90.927609302995094 1.178934545761169e+000 90.551373213834978 5.060298049338088e-001 128.719231259520996 4.780179272919534e-001 114.767052570026067 1.836823180325656e+000 90.927609302995094 1.178934545761165e+000 90.551373213834950 5.060298049338088e-001 128.719231259520996 4.780179272919534e-001 114.767052570026067
2.7825594022e+007 2.320911891351032e+001 -57.695773842543069 0.000000000000000e+000 0.000000000000000 2.132177260091845e+001 -60.596848418460731 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 5.672007159578309e+000 -89.251678910713835 0.000000000000000e+000 0.000000000000000 4.805884992381832e+000 -83.983011502821014 2.320911891351032e+001 122.304226157445086 0.000000000000000e+000 0.000000000000000 2.132177260091845e+001 119.403151581527425 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 5.672007159578309e+000 90.748321089274313 0.000000000000000e+000 0.000000000000000 4.805884992381823e+000 96.016988497167191 1.422266731407408e+000 90.698147183072592 9.209466106599714e-001 86.749069321057618 4.275607261345287e-001 121.637238337222399 4.038669287846582e-001 104.955177460527409 1.422266731407408e+000 90.698147183072592 9.209466106599682e-001 86.749069321057561 4.275607261345287e-001 121.637238337222399 4.038669287846582e-001 104.955177460527409
3.5938136638e+007 1.909525808147963e+001 -63.915981548114850 0.000000000000000e+000 0.000000000000000 1.736829497198054e+001 -66.426851346072723 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 4.391779169622105e+000 -89.420588962594792 0.000000000000000e+000 0.000000000000000 3.729237148931312e+000 -85.334402005024188 1.909525808147963e+001 116.084018451873305 0.000000000000000e+000 0.000000000000000 1.736829497198054e+001 113.573148653915425 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 4.391779169622105e+000 90.579411037393371 0.000000000000000e+000 0.000000000000000 3.729237148931306e+000 94.665597994964003 1.101247376632998e+000 90.514608956712792 7.207949981359806e-001 82.764290562535933 3.517906910247489e-001 115.222596551989923 3.357534683032670e-001 95.167431474343985 1.101247376632998e+000 90.514608956712792 7.207949981359784e-001 82.764290562535834 3.517906910247489e-001 115.222596551989923 3.357534683032670e-001 95.167431474343985
4.6415888336e+007 1.539269961024128e+001 -69.241282670346763 0.000000000000000e+000 0.000000000000000 1.390020851597668e+001 -71.333207971144731 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 3.400464751313117e+000 -89.551376951420025 0.000000000000000e+000 0.000000000000000 2.891246180589226e+000 -86.384398170596057 1.539269961024128e+001 110.758717329641399 0.000000000000000e+000 0.000000000000000 1.390020851597668e+001 108.666792028843417 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 3.400464751313117e+000 90.448623048568138 0.000000000000000e+000 0.000000000000000 2.891246180589221e+000 93.615601829392119 8.526736755785654e-001 90.364927966815415 5.667099046970722e-001 78.388446702653894 2.836001087194288e-001 109.646204161751143 2.775150766687190e-001 85.409507031258428 8.526736755785654e-001 90.364927966815415 5.667099046970705e-001 78.388446702653738 2.836001087194288e-001 109.646204161751143 2.775150766687190e-001 85.409507031258428
5.9948425032e+007 1.222963964152622e+001 -73.644250116413829 0.000000000000000e+000 0.000000000000000 1.099024852962752e+001 -75.341357648811112 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.632888685826117e+000 -89.652644623197958 0.000000000000000e+000 0.000000000000000 2.240371849185023e+000 -87.199082297223498 1.222963964152622e+001 106.355749883574333 0.000000000000000e+000 0.000000000000000 1.099024852962752e+001 104.658642351177051 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.632888685826117e+000 90.347355376790205 0.000000000000000e+000 0.000000000000000 2.240371849185020e+000 92.800917702764679 6.602028362422120e-001 90.239259073356266 4.491380896686487e-001 73.431095845009878 2.253512347909041e-001 104.919004489872464 2.305632766123995e-001 75.624510194072982 6.602028362422120e-001 90.239259073356266 4.491380896686477e-001 73.431095845009679 2.253512347909041e-001 104.919004489872464 2.305632766123995e-001 75.624510194072982
7.7426368268e+007 9.623014403546717e+000 -77.198139583743369 0.000000000000000e+000 0.000000000000000 8.620622345855868e+000 -78.550915608696030 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.038565094191249e+000 -89.731054027088817 0.000000000000000e+000 0.000000000000000 1.735468638043227e+000 -87.830659178519909 9.623014403546717e+000 102.801860416244779 0.000000000000000e+000 0.000000000000000 8.620622345855868e+000 101.449084391292118 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.038565094191249e+000 90.268945972899346 0.000000000000000e+000 0.000000000000000 1.735468638043225e+000 92.169340821468268 5.111754494410237e-001 90.129334339076863 3.604756452124579e-001 67.748349638363180 1.773571100922271e-001 100.946492138034529 1.945615524083620e-001 65.811444577384762 5.111754494410237e-001 90.129334339076863 3.604756452124573e-001 67.748349638362924 1.773571100922271e-001 100.946492138034529 1.945615524083620e-001 65.811444577384762
1.0000000000e+008 7.525106387785946e+000 -80.021792456181231 0.000000000000000e+000 0.000000000000000 6.727931821666632e+000 -81.088060017852314 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 1.578393881675936e+000 -89.791764288025902 0.000000000000000e+000 0.000000000000000 1.344096070285718e+000 -88.320036709199996 7.525106387785946e+000 99.978207543806931 0.000000000000000e+000 0.000000000000000 6.727931821666632e+000 98.911939982135848 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 1.578393881675936e+000 90.208235711962246 0.000000000000000e+000 0.000000000000000 1.344096070285716e+000 91.679963290788166 3.957871173365548e-001 90.027920591490499 2.946937137616691e-001 61.290746796841695 1.387401418976017e-001 97.582466512090463 1.681857331284419e-001 56.114020616286751 3.957871173365548e-001 90.027920591490499 2.946937137616689e-001 61.290746796841397 1.387401418976017e-001 97.582466512090463 1.681857331284419e-001 56.114020616286751
