F 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f jL0400m jL0400f jL0600m jL0600f jL0809m jL0809f jV0300m jV0300f jV0500m jV0500f jV1000m jV1000f
3.9442e+000 1.00000e+000 58.310 4.03188e-002 -87.689 1.00000e+000 0.000 9.99187e-001 118.931 1.00000e+000 116.620 1.00163e+000 0.058 1.00163e+000 0.000 1.01294e+000 49.141 9.89724e+001 147.731 1.00000e+000 -0.000 1.00797e-002 28.931 1.01043e-002 -89.942 1.00000e+000 -121.690 2.49797e-001 -177.689 1.00797e-002 -151.069 1.01043e-002 90.058
4.0370e+000 1.00000e+000 58.310 3.93933e-002 -87.742 1.00000e+000 0.000 9.99224e-001 118.878 1.00000e+000 116.620 1.00156e+000 0.057 1.00156e+000 0.000 1.01236e+000 49.349 1.01309e+002 147.745 1.00000e+000 0.000 9.84832e-003 28.878 9.87131e-003 -89.943 1.00000e+000 -121.690 2.49806e-001 -177.742 9.84832e-003 -151.122 9.87131e-003 90.057
4.1320e+000 1.00000e+000 58.310 3.84890e-002 -87.794 1.00000e+000 0.000 9.99259e-001 118.826 1.00000e+000 116.620 1.00149e+000 0.055 1.00149e+000 0.000 1.01180e+000 49.551 1.03700e+002 147.758 1.00000e+000 0.000 9.62225e-003 28.826 9.64369e-003 -89.945 1.00000e+000 -121.690 2.49815e-001 -177.794 9.62225e-003 -151.174 9.64369e-003 90.055
4.2292e+000 1.00000e+000 58.310 3.76054e-002 -87.845 1.00000e+000 0.000 9.99293e-001 118.775 1.00000e+000 116.620 1.00142e+000 0.054 1.00142e+000 0.000 1.01127e+000 49.750 1.06147e+002 147.770 1.00000e+000 -0.000 9.40135e-003 28.775 9.42134e-003 -89.946 1.00000e+000 -121.690 2.49823e-001 -177.845 9.40135e-003 -151.225 9.42134e-003 90.054
4.3288e+000 1.00000e+000 58.310 3.67420e-002 -87.894 1.00000e+000 0.000 9.99325e-001 118.726 1.00000e+000 116.620 1.00135e+000 0.053 1.00135e+000 0.000 1.01076e+000 49.944 1.08651e+002 147.783 1.00000e+000 0.000 9.18551e-003 28.726 9.20415e-003 -89.947 1.00000e+000 -121.690 2.49831e-001 -177.894 9.18551e-003 -151.274 9.20415e-003 90.053
4.4306e+000 1.00000e+000 58.310 3.58984e-002 -87.943 1.00000e+000 0.000 9.99355e-001 118.677 1.00000e+000 116.620 1.00129e+000 0.052 1.00129e+000 0.000 1.01027e+000 50.133 1.11214e+002 147.795 1.00000e+000 0.000 8.97461e-003 28.677 8.99200e-003 -89.948 1.00000e+000 -121.690 2.49839e-001 -177.943 8.97461e-003 -151.323 8.99200e-003 90.052
4.5349e+000 1.00000e+000 58.310 3.50742e-002 -87.990 1.00000e+000 0.000 9.99385e-001 118.630 1.00000e+000 116.620 1.00123e+000 0.050 1.00123e+000 0.000 1.00981e+000 50.319 1.13838e+002 147.807 1.00000e+000 -0.000 8.76854e-003 28.630 8.78475e-003 -89.950 1.00000e+000 -121.690 2.49846e-001 -177.990 8.76854e-003 -151.370 8.78475e-003 90.050
4.6416e+000 1.00000e+000 58.310 3.42688e-002 -88.036 1.00000e+000 0.000 9.99413e-001 118.584 1.00000e+000 116.620 1.00118e+000 0.049 1.00118e+000 0.000 1.00936e+000 50.500 1.16523e+002 147.818 1.00000e+000 0.000 8.56719e-003 28.584 8.58231e-003 -89.951 1.00000e+000 -121.690 2.49853e-001 -178.036 8.56719e-003 -151.416 8.58231e-003 90.049
4.7508e+000 1.00000e+000 58.310 3.34818e-002 -88.081 1.00000e+000 0.000 9.99439e-001 118.539 1.00000e+000 116.620 1.00112e+000 0.048 1.00112e+000 0.000 1.00894e+000 50.678 1.19271e+002 147.830 1.00000e+000 0.000 8.37045e-003 28.539 8.38455e-003 -89.952 1.00000e+000 -121.690 2.49860e-001 -178.081 8.37045e-003 -151.461 8.38455e-003 90.048
4.8626e+000 1.00000e+000 58.310 3.27129e-002 -88.125 1.00000e+000 0.000 9.99465e-001 118.495 1.00000e+000 116.620 1.00107e+000 0.047 1.00107e+000 0.000 1.00853e+000 50.851 1.22084e+002 147.841 1.00000e+000 -0.000 8.17822e-003 28.495 8.19137e-003 -89.953 1.00000e+000 -121.690 2.49866e-001 -178.125 8.17822e-003 -151.505 8.19137e-003 90.047
4.9770e+000 1.00000e+000 58.310 3.19616e-002 -88.168 1.00000e+000 0.000 9.99489e-001 118.452 1.00000e+000 116.620 1.00102e+000 0.046 1.00102e+000 0.000 1.00815e+000 51.021 1.24962e+002 147.852 1.00000e+000 -0.000 7.99040e-003 28.452 8.00266e-003 -89.954 1.00000e+000 -121.690 2.49872e-001 -178.168 7.99040e-003 -151.548 8.00266e-003 90.046
5.0941e+000 1.00000e+000 58.310 3.12275e-002 -88.211 1.00000e+000 0.000 9.99512e-001 118.410 1.00000e+000 116.620 1.00098e+000 0.045 1.00098e+000 0.000 1.00778e+000 51.187 1.27909e+002 147.862 1.00000e+000 -0.000 7.80688e-003 28.410 7.81832e-003 -89.955 1.00000e+000 -121.690 2.49878e-001 -178.211 7.80688e-003 -151.590 7.81832e-003 90.045
5.2140e+000 1.00000e+000 58.310 3.05103e-002 -88.252 1.00000e+000 0.000 9.99534e-001 118.369 1.00000e+000 116.620 1.00093e+000 0.044 1.00093e+000 0.000 1.00743e+000 51.349 1.30924e+002 147.872 1.00000e+000 -0.000 7.62757e-003 28.369 7.63824e-003 -89.956 1.00000e+000 -121.690 2.49884e-001 -178.252 7.62757e-003 -151.631 7.63824e-003 90.044
5.3367e+000 1.00000e+000 58.310 2.98095e-002 -88.292 1.00000e+000 0.000 9.99556e-001 118.328 1.00000e+000 116.620 1.00089e+000 0.043 1.00089e+000 0.000 1.00709e+000 51.507 1.34010e+002 147.883 1.00000e+000 -0.000 7.45237e-003 28.328 7.46232e-003 -89.957 1.00000e+000 -121.690 2.49889e-001 -178.292 7.45237e-003 -151.672 7.46232e-003 90.043
5.4623e+000 1.00000e+000 58.310 2.91247e-002 -88.331 1.00000e+000 0.000 9.99576e-001 118.289 1.00000e+000 116.620 1.00085e+000 0.042 1.00085e+000 0.000 1.00677e+000 51.662 1.37169e+002 147.892 1.00000e+000 -0.000 7.28119e-003 28.289 7.29046e-003 -89.958 1.00000e+000 -121.690 2.49894e-001 -178.331 7.28119e-003 -151.711 7.29046e-003 90.042
5.5908e+000 1.00000e+000 58.310 2.84557e-002 -88.369 1.00000e+000 0.000 9.99595e-001 118.251 1.00000e+000 116.620 1.00081e+000 0.041 1.00081e+000 0.000 1.00646e+000 51.814 1.40402e+002 147.902 1.00000e+000 0.000 7.11393e-003 28.251 7.12258e-003 -89.959 1.00000e+000 -121.690 2.49899e-001 -178.369 7.11393e-003 -151.749 7.12258e-003 90.041
5.7224e+000 1.00000e+000 58.310 2.78020e-002 -88.407 1.00000e+000 0.000 9.99613e-001 118.213 1.00000e+000 116.620 1.00077e+000 0.040 1.00077e+000 0.000 1.00617e+000 51.962 1.43711e+002 147.911 1.00000e+000 -0.000 6.95051e-003 28.213 6.95858e-003 -89.960 1.00000e+000 -121.690 2.49903e-001 -178.407 6.95051e-003 -151.787 6.95858e-003 90.040
5.8570e+000 1.00000e+000 58.310 2.71633e-002 -88.443 1.00000e+000 0.000 9.99631e-001 118.177 1.00000e+000 116.620 1.00074e+000 0.039 1.00074e+000 0.000 1.00589e+000 52.107 1.47098e+002 147.921 1.00000e+000 0.000 6.79083e-003 28.177 6.79836e-003 -89.961 1.00000e+000 -121.690 2.49908e-001 -178.443 6.79083e-003 -151.823 6.79836e-003 90.039
5.9948e+000 1.00000e+000 58.310 2.65393e-002 -88.479 1.00000e+000 0.000 9.99648e-001 118.141 1.00000e+000 116.620 1.00071e+000 0.038 1.00071e+000 0.000 1.00562e+000 52.248 1.50564e+002 147.930 1.00000e+000 -0.000 6.63482e-003 28.141 6.64184e-003 -89.962 1.00000e+000 -121.690 2.49912e-001 -178.479 6.63482e-003 -151.859 6.64184e-003 90.038
6.1359e+000 1.00000e+000 58.310 2.59296e-002 -88.514 1.00000e+000 0.000 9.99664e-001 118.106 1.00000e+000 116.620 1.00067e+000 0.037 1.00067e+000 0.000 1.00537e+000 52.387 1.54112e+002 147.938 1.00000e+000 0.000 6.48239e-003 28.106 6.48894e-003 -89.963 1.00000e+000 -121.690 2.49916e-001 -178.514 6.48239e-003 -151.894 6.48894e-003 90.037
6.2803e+000 1.00000e+000 58.310 2.53338e-002 -88.548 1.00000e+000 0.000 9.99679e-001 118.072 1.00000e+000 116.620 1.00064e+000 0.036 1.00064e+000 0.000 1.00512e+000 52.522 1.57743e+002 147.947 1.00000e+000 0.000 6.33346e-003 28.072 6.33956e-003 -89.964 1.00000e+000 -121.690 2.49920e-001 -178.548 6.33346e-003 -151.928 6.33956e-003 90.036
6.4281e+000 1.00000e+000 58.310 2.47518e-002 -88.582 1.00000e+000 0.000 9.99694e-001 118.038 1.00000e+000 116.620 1.00061e+000 0.035 1.00061e+000 0.000 1.00489e+000 52.654 1.61459e+002 147.955 1.00000e+000 0.000 6.18794e-003 28.038 6.19363e-003 -89.965 1.00000e+000 -121.690 2.49923e-001 -178.582 6.18794e-003 -151.962 6.19363e-003 90.035
6.5793e+000 1.00000e+000 58.310 2.41831e-002 -88.614 1.00000e+000 0.000 9.99708e-001 118.006 1.00000e+000 116.620 1.00059e+000 0.035 1.00059e+000 0.000 1.00467e+000 52.783 1.65263e+002 147.963 1.00000e+000 -0.000 6.04577e-003 28.006 6.05107e-003 -89.965 1.00000e+000 -121.690 2.49927e-001 -178.614 6.04577e-003 -151.994 6.05107e-003 90.035
6.7342e+000 1.00000e+000 58.310 2.36274e-002 -88.646 1.00000e+000 0.000 9.99721e-001 117.974 1.00000e+000 116.620 1.00056e+000 0.034 1.00056e+000 0.000 1.00446e+000 52.910 1.69156e+002 147.971 1.00000e+000 0.000 5.90685e-003 27.974 5.91180e-003 -89.966 1.00000e+000 -121.690 2.49930e-001 -178.646 5.90685e-003 -152.026 5.91180e-003 90.034
6.8926e+000 1.00000e+000 58.310 2.30845e-002 -88.677 1.00000e+000 0.000 9.99734e-001 117.943 1.00000e+000 116.620 1.00053e+000 0.033 1.00053e+000 0.000 1.00426e+000 53.033 1.73141e+002 147.979 1.00000e+000 -0.000 5.77113e-003 27.943 5.77574e-003 -89.967 1.00000e+000 -121.690 2.49933e-001 -178.677 5.77113e-003 -152.057 5.77574e-003 90.033
7.0548e+000 1.00000e+000 58.310 2.25541e-002 -88.708 1.00000e+000 0.000 9.99746e-001 117.913 1.00000e+000 116.620 1.00051e+000 0.032 1.00051e+000 0.000 1.00406e+000 53.154 1.77219e+002 147.987 1.00000e+000 0.000 5.63852e-003 27.913 5.64282e-003 -89.968 1.00000e+000 -121.690 2.49936e-001 -178.708 5.63852e-003 -152.087 5.64282e-003 90.032
7.2208e+000 1.00000e+000 58.310 2.20358e-002 -88.737 1.00000e+000 0.000 9.99757e-001 117.883 1.00000e+000 116.620 1.00049e+000 0.032 1.00049e+000 0.000 1.00388e+000 53.272 1.81393e+002 147.994 1.00000e+000 0.000 5.50895e-003 27.883 5.51297e-003 -89.968 1.00000e+000 -121.690 2.49939e-001 -178.737 5.50895e-003 -152.117 5.51297e-003 90.032
7.3907e+000 1.00000e+000 58.310 2.15294e-002 -88.766 1.00000e+000 0.000 9.99768e-001 117.854 1.00000e+000 116.620 1.00046e+000 0.031 1.00046e+000 0.000 1.00370e+000 53.387 1.85666e+002 148.001 1.00000e+000 -0.000 5.38236e-003 27.854 5.38610e-003 -89.969 1.00000e+000 -121.690 2.49942e-001 -178.766 5.38236e-003 -152.146 5.38610e-003 90.031
7.5646e+000 1.00000e+000 58.310 2.10347e-002 -88.795 1.00000e+000 0.000 9.99779e-001 117.825 1.00000e+000 116.620 1.00044e+000 0.030 1.00044e+000 0.000 1.00353e+000 53.500 1.90038e+002 148.009 1.00000e+000 0.000 5.25867e-003 27.825 5.26217e-003 -89.970 1.00000e+000 -121.690 2.49945e-001 -178.795 5.25867e-003 -152.175 5.26217e-003 90.030
7.7426e+000 1.00000e+000 58.310 2.05513e-002 -88.822 1.00000e+000 0.000 9.99789e-001 117.798 1.00000e+000 116.620 1.00042e+000 0.029 1.00042e+000 0.000 1.00337e+000 53.610 1.94514e+002 148.016 1.00000e+000 0.000 5.13783e-003 27.798 5.14108e-003 -89.971 1.00000e+000 -121.690 2.49947e-001 -178.822 5.13783e-003 -152.202 5.14108e-003 90.029
7.9248e+000 1.00000e+000 58.310 2.00790e-002 -88.849 1.00000e+000 0.000 9.99798e-001 117.771 1.00000e+000 116.620 1.00040e+000 0.029 1.00040e+000 0.000 1.00322e+000 53.717 1.99095e+002 148.022 1.00000e+000 -0.000 5.01976e-003 27.771 5.02279e-003 -89.971 1.00000e+000 -121.690 2.49950e-001 -178.849 5.01976e-003 -152.229 5.02279e-003 90.029
8.1113e+000 1.00000e+000 58.310 1.96176e-002 -88.876 1.00000e+000 0.000 9.99808e-001 117.744 1.00000e+000 116.620 1.00039e+000 0.028 1.00039e+000 0.000 1.00308e+000 53.822 2.03783e+002 148.029 1.00000e+000 -0.000 4.90440e-003 27.744 4.90723e-003 -89.972 1.00000e+000 -121.690 2.49952e-001 -178.876 4.90440e-003 -152.256 4.90723e-003 90.028
8.3022e+000 1.00000e+000 58.310 1.91667e-002 -88.902 1.00000e+000 0.000 9.99816e-001 117.718 1.00000e+000 116.620 1.00037e+000 0.027 1.00037e+000 0.000 1.00294e+000 53.925 2.08582e+002 148.035 1.00000e+000 0.000 4.79169e-003 27.718 4.79433e-003 -89.973 1.00000e+000 -121.690 2.49954e-001 -178.902 4.79169e-003 -152.282 4.79433e-003 90.027
8.4975e+000 1.00000e+000 58.310 1.87263e-002 -88.927 1.00000e+000 0.000 9.99825e-001 117.693 1.00000e+000 116.620 1.00035e+000 0.027 1.00035e+000 0.000 1.00280e+000 54.026 2.13494e+002 148.042 1.00000e+000 0.000 4.68156e-003 27.693 4.68403e-003 -89.973 1.00000e+000 -121.690 2.49956e-001 -178.927 4.68156e-003 -152.307 4.68403e-003 90.027
8.6975e+000 1.00000e+000 58.310 1.82959e-002 -88.952 1.00000e+000 0.000 9.99833e-001 117.668 1.00000e+000 116.620 1.00033e+000 0.026 1.00033e+000 0.000 1.00268e+000 54.124 2.18521e+002 148.048 1.00000e+000 0.000 4.57397e-003 27.668 4.57627e-003 -89.974 1.00000e+000 -121.690 2.49958e-001 -178.952 4.57397e-003 -152.332 4.57627e-003 90.026
8.9022e+000 1.00000e+000 58.310 1.78754e-002 -88.976 1.00000e+000 0.000 9.99840e-001 117.644 1.00000e+000 116.620 1.00032e+000 0.026 1.00032e+000 0.000 1.00255e+000 54.220 2.23666e+002 148.054 1.00000e+000 0.000 4.46885e-003 27.644 4.47099e-003 -89.974 1.00000e+000 -121.690 2.49960e-001 -178.976 4.46885e-003 -152.356 4.47099e-003 90.026
9.1116e+000 1.00000e+000 58.310 1.74646e-002 -88.999 1.00000e+000 0.000 9.99847e-001 117.621 1.00000e+000 116.620 1.00031e+000 0.025 1.00031e+000 0.000 1.00244e+000 54.313 2.28932e+002 148.060 1.00000e+000 0.000 4.36614e-003 27.621 4.36814e-003 -89.975 1.00000e+000 -121.690 2.49962e-001 -178.999 4.36614e-003 -152.379 4.36814e-003 90.025
9.3260e+000 1.00000e+000 58.310 1.70632e-002 -89.022 1.00000e+000 0.000 9.99854e-001 117.598 1.00000e+000 116.620 1.00029e+000 0.024 1.00029e+000 0.000 1.00233e+000 54.405 2.34323e+002 148.066 1.00000e+000 0.000 4.26579e-003 27.598 4.26766e-003 -89.976 1.00000e+000 -121.690 2.49964e-001 -179.022 4.26579e-003 -152.402 4.26766e-003 90.024
9.5455e+000 1.00000e+000 58.310 1.66710e-002 -89.045 1.00000e+000 0.000 9.99861e-001 117.575 1.00000e+000 116.620 1.00028e+000 0.024 1.00028e+000 0.000 1.00222e+000 54.494 2.39840e+002 148.071 1.00000e+000 0.000 4.16775e-003 27.575 4.16949e-003 -89.976 1.00000e+000 -121.690 2.49965e-001 -179.045 4.16775e-003 -152.425 4.16949e-003 90.024
9.7701e+000 1.00000e+000 58.310 1.62878e-002 -89.067 1.00000e+000 0.000 9.99867e-001 117.553 1.00000e+000 116.620 1.00027e+000 0.023 1.00027e+000 0.000 1.00212e+000 54.582 2.45486e+002 148.077 1.00000e+000 0.000 4.07196e-003 27.553 4.07358e-003 -89.977 1.00000e+000 -121.690 2.49967e-001 -179.067 4.07196e-003 -152.447 4.07358e-003 90.023
1.0000e+001 1.00000e+000 58.310 1.59135e-002 -89.088 1.00000e+000 0.000 9.99873e-001 117.532 1.00000e+000 116.620 1.00025e+000 0.023 1.00025e+000 0.000 1.00202e+000 54.667 2.51266e+002 148.082 1.00000e+000 0.000 3.97837e-003 27.532 3.97988e-003 -89.977 1.00000e+000 -121.690 2.49968e-001 -179.088 3.97837e-003 -152.468 3.97988e-003 90.023
1.0235e+001 1.00000e+000 58.310 1.55477e-002 -89.109 1.00000e+000 0.000 9.99879e-001 117.511 1.00000e+000 116.620 1.00024e+000 0.022 1.00024e+000 0.000 1.00193e+000 54.751 2.57181e+002 148.087 1.00000e+000 -0.000 3.88693e-003 27.511 3.88834e-003 -89.978 1.00000e+000 -121.690 2.49970e-001 -179.109 3.88693e-003 -152.489 3.88834e-003 90.022
1.0476e+001 1.00000e+000 58.310 1.51904e-002 -89.130 1.00000e+000 0.000 9.99885e-001 117.491 1.00000e+000 116.620 1.00023e+000 0.022 1.00023e+000 0.000 1.00184e+000 54.833 2.63236e+002 148.092 1.00000e+000 0.000 3.79759e-003 27.491 3.79890e-003 -89.978 1.00000e+000 -121.690 2.49971e-001 -179.130 3.79759e-003 -152.509 3.79890e-003 90.022
1.0723e+001 1.00000e+000 58.310 1.48412e-002 -89.150 1.00000e+000 0.000 9.99890e-001 117.471 1.00000e+000 116.620 1.00022e+000 0.021 1.00022e+000 0.000 1.00176e+000 54.912 2.69433e+002 148.097 1.00000e+000 0.000 3.71030e-003 27.471 3.71153e-003 -89.979 1.00000e+000 -121.690 2.49972e-001 -179.150 3.71030e-003 -152.529 3.71153e-003 90.021
1.0975e+001 1.00000e+000 58.310 1.45001e-002 -89.169 1.00000e+000 0.000 9.99895e-001 117.451 1.00000e+000 116.620 1.00021e+000 0.021 1.00021e+000 0.000 1.00168e+000 54.990 2.75775e+002 148.102 1.00000e+000 -0.000 3.62502e-003 27.451 3.62616e-003 -89.979 1.00000e+000 -121.690 2.49974e-001 -179.169 3.62502e-003 -152.549 3.62616e-003 90.021
1.1233e+001 1.00000e+000 58.310 1.41668e-002 -89.188 1.00000e+000 0.000 9.99900e-001 117.432 1.00000e+000 116.620 1.00020e+000 0.020 1.00020e+000 0.000 1.00160e+000 55.066 2.82267e+002 148.107 1.00000e+000 -0.000 3.54170e-003 27.432 3.54276e-003 -89.980 1.00000e+000 -121.690 2.49975e-001 -179.188 3.54170e-003 -152.568 3.54276e-003 90.020
1.1498e+001 1.00000e+000 58.310 1.38412e-002 -89.207 1.00000e+000 0.000 9.99904e-001 117.413 1.00000e+000 116.620 1.00019e+000 0.020 1.00019e+000 0.000 1.00153e+000 55.141 2.88912e+002 148.112 1.00000e+000 0.000 3.46029e-003 27.413 3.46128e-003 -89.980 1.00000e+000 -121.690 2.49976e-001 -179.207 3.46029e-003 -152.587 3.46128e-003 90.020
1.1768e+001 1.00000e+000 58.310 1.35230e-002 -89.225 1.00000e+000 0.000 9.99909e-001 117.395 1.00000e+000 116.620 1.00018e+000 0.019 1.00018e+000 0.000 1.00146e+000 55.214 2.95713e+002 148.116 1.00000e+000 0.000 3.38075e-003 27.395 3.38168e-003 -89.981 1.00000e+000 -121.690 2.49977e-001 -179.225 3.38075e-003 -152.605 3.38168e-003 90.019
1.2045e+001 1.00000e+000 58.310 1.32122e-002 -89.243 1.00000e+000 0.000 9.99913e-001 117.377 1.00000e+000 116.620 1.00017e+000 0.019 1.00017e+000 0.000 1.00140e+000 55.285 3.02674e+002 148.121 1.00000e+000 -0.000 3.30304e-003 27.377 3.30391e-003 -89.981 1.00000e+000 -121.690 2.49978e-001 -179.243 3.30304e-003 -152.623 3.30391e-003 90.019
1.2328e+001 1.00000e+000 58.310 1.29085e-002 -89.260 1.00000e+000 0.000 9.99917e-001 117.360 1.00000e+000 116.620 1.00017e+000 0.018 1.00017e+000 0.000 1.00133e+000 55.354 3.09798e+002 148.125 1.00000e+000 0.000 3.22712e-003 27.360 3.22792e-003 -89.982 1.00000e+000 -121.690 2.49979e-001 -179.260 3.22712e-003 -152.640 3.22792e-003 90.018
1.2619e+001 1.00000e+000 58.310 1.26118e-002 -89.277 1.00000e+000 0.000 9.99920e-001 117.343 1.00000e+000 116.620 1.00016e+000 0.018 1.00016e+000 0.000 1.00127e+000 55.422 3.17090e+002 148.129 1.00000e+000 -0.000 3.15294e-003 27.343 3.15369e-003 -89.982 1.00000e+000 -121.690 2.49980e-001 -179.277 3.15294e-003 -152.657 3.15369e-003 90.018
1.2915e+001 1.00000e+000 58.310 1.23219e-002 -89.294 1.00000e+000 0.000 9.99924e-001 117.326 1.00000e+000 116.620 1.00015e+000 0.018 1.00015e+000 0.000 1.00121e+000 55.488 3.24554e+002 148.134 1.00000e+000 -0.000 3.08046e-003 27.326 3.08117e-003 -89.982 1.00000e+000 -121.690 2.49981e-001 -179.294 3.08046e-003 -152.674 3.08117e-003 90.018
1.3219e+001 1.00000e+000 58.310 1.20386e-002 -89.310 1.00000e+000 0.000 9.99928e-001 117.310 1.00000e+000 116.620 1.00014e+000 0.017 1.00014e+000 0.000 1.00116e+000 55.553 3.32193e+002 148.138 1.00000e+000 0.000 3.00965e-003 27.310 3.01031e-003 -89.983 1.00000e+000 -121.690 2.49982e-001 -179.310 3.00965e-003 -152.690 3.01031e-003 90.017
1.3530e+001 1.00000e+000 58.310 1.17619e-002 -89.326 1.00000e+000 0.000 9.99931e-001 117.294 1.00000e+000 116.620 1.00014e+000 0.017 1.00014e+000 0.000 1.00111e+000 55.616 3.40012e+002 148.142 1.00000e+000 -0.000 2.94047e-003 27.294 2.94108e-003 -89.983 1.00000e+000 -121.690 2.49983e-001 -179.326 2.94047e-003 -152.706 2.94108e-003 90.017
1.3849e+001 1.00000e+000 58.310 1.14915e-002 -89.342 1.00000e+000 0.000 9.99934e-001 117.279 1.00000e+000 116.620 1.00013e+000 0.016 1.00013e+000 0.000 1.00106e+000 55.678 3.48015e+002 148.145 1.00000e+000 0.000 2.87288e-003 27.279 2.87345e-003 -89.984 1.00000e+000 -121.690 2.49983e-001 -179.342 2.87288e-003 -152.721 2.87345e-003 90.016
1.4175e+001 1.00000e+000 58.310 1.12274e-002 -89.357 1.00000e+000 0.000 9.99937e-001 117.263 1.00000e+000 116.620 1.00013e+000 0.016 1.00013e+000 0.000 1.00101e+000 55.739 3.56207e+002 148.149 1.00000e+000 -0.000 2.80684e-003 27.263 2.80737e-003 -89.984 1.00000e+000 -121.690 2.49984e-001 -179.357 2.80684e-003 -152.737 2.80737e-003 90.016
1.4508e+001 1.00000e+000 58.310 1.09693e-002 -89.371 1.00000e+000 0.000 9.99940e-001 117.249 1.00000e+000 116.620 1.00012e+000 0.016 1.00012e+000 0.000 1.00096e+000 55.798 3.64591e+002 148.153 1.00000e+000 -0.000 2.74232e-003 27.249 2.74281e-003 -89.984 1.00000e+000 -121.690 2.49985e-001 -179.371 2.74232e-003 -152.751 2.74281e-003 90.016
1.4850e+001 1.00000e+000 58.310 1.07171e-002 -89.386 1.00000e+000 0.000 9.99943e-001 117.234 1.00000e+000 116.620 1.00011e+000 0.015 1.00011e+000 0.000 1.00092e+000 55.855 3.73172e+002 148.157 1.00000e+000 0.000 2.67928e-003 27.234 2.67974e-003 -89.985 1.00000e+000 -121.690 2.49986e-001 -179.386 2.67928e-003 -152.766 2.67974e-003 90.015
1.5199e+001 1.00000e+000 58.310 1.04708e-002 -89.400 1.00000e+000 0.000 9.99945e-001 117.220 1.00000e+000 116.620 1.00011e+000 0.015 1.00011e+000 0.000 1.00088e+000 55.912 3.81955e+002 148.160 1.00000e+000 -0.000 2.61769e-003 27.220 2.61812e-003 -89.985 1.00000e+000 -121.690 2.49986e-001 -179.400 2.61769e-003 -152.780 2.61812e-003 90.015
1.5557e+001 1.00000e+000 58.310 1.02301e-002 -89.414 1.00000e+000 0.000 9.99948e-001 117.206 1.00000e+000 116.620 1.00010e+000 0.015 1.00010e+000 0.000 1.00084e+000 55.967 3.90944e+002 148.164 1.00000e+000 0.000 2.55752e-003 27.206 2.55792e-003 -89.985 1.00000e+000 -121.690 2.49987e-001 -179.414 2.55752e-003 -152.794 2.55792e-003 90.015
1.5923e+001 1.00000e+000 58.310 9.99489e-003 -89.427 1.00000e+000 0.000 9.99950e-001 117.193 1.00000e+000 116.620 1.00010e+000 0.014 1.00010e+000 0.000 1.00080e+000 56.021 4.00146e+002 148.167 1.00000e+000 -0.000 2.49872e-003 27.193 2.49910e-003 -89.986 1.00000e+000 -121.690 2.49988e-001 -179.427 2.49872e-003 -152.807 2.49910e-003 90.014
1.6298e+001 1.00000e+000 58.310 9.76513e-003 -89.440 1.00000e+000 0.000 9.99952e-001 117.180 1.00000e+000 116.620 1.00010e+000 0.014 1.00010e+000 0.000 1.00076e+000 56.073 4.09563e+002 148.170 1.00000e+000 0.000 2.44128e-003 27.180 2.44163e-003 -89.986 1.00000e+000 -121.690 2.49988e-001 -179.440 2.44128e-003 -152.820 2.44163e-003 90.014
1.6681e+001 1.00000e+000 58.310 9.54065e-003 -89.453 1.00000e+000 0.000 9.99954e-001 117.167 1.00000e+000 116.620 1.00009e+000 0.014 1.00009e+000 0.000 1.00073e+000 56.124 4.19202e+002 148.173 1.00000e+000 0.000 2.38516e-003 27.167 2.38549e-003 -89.986 1.00000e+000 -121.690 2.49989e-001 -179.453 2.38516e-003 -152.833 2.38549e-003 90.014
1.7074e+001 1.00000e+000 58.310 9.32133e-003 -89.466 1.00000e+000 0.000 9.99957e-001 117.154 1.00000e+000 116.620 1.00009e+000 0.013 1.00009e+000 0.000 1.00069e+000 56.175 4.29068e+002 148.177 1.00000e+000 -0.000 2.33033e-003 27.154 2.33064e-003 -89.987 1.00000e+000 -121.690 2.49989e-001 -179.466 2.33033e-003 -152.846 2.33064e-003 90.013
1.7475e+001 1.00000e+000 58.310 9.10705e-003 -89.478 1.00000e+000 0.000 9.99959e-001 117.142 1.00000e+000 116.620 1.00008e+000 0.013 1.00008e+000 0.000 1.00066e+000 56.224 4.39166e+002 148.180 1.00000e+000 0.000 2.27676e-003 27.142 2.27705e-003 -89.987 1.00000e+000 -121.690 2.49990e-001 -179.478 2.27676e-003 -152.858 2.27705e-003 90.013
1.7886e+001 1.00000e+000 58.310 8.89770e-003 -89.490 1.00000e+000 0.000 9.99960e-001 117.130 1.00000e+000 116.620 1.00008e+000 0.013 1.00008e+000 0.000 1.00063e+000 56.272 4.49502e+002 148.183 1.00000e+000 -0.000 2.22442e-003 27.130 2.22469e-003 -89.987 1.00000e+000 -121.690 2.49990e-001 -179.490 2.22442e-003 -152.870 2.22469e-003 90.013
1.8307e+001 1.00000e+000 58.310 8.69316e-003 -89.502 1.00000e+000 0.000 9.99962e-001 117.118 1.00000e+000 116.620 1.00008e+000 0.012 1.00008e+000 0.000 1.00060e+000 56.318 4.60081e+002 148.186 1.00000e+000 0.000 2.17329e-003 27.118 2.17354e-003 -89.988 1.00000e+000 -121.690 2.49991e-001 -179.502 2.17329e-003 -152.882 2.17354e-003 90.012
