f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f jV0500m jV0500f jV0700m jV0700f jV0200m jV0200f jV0400m jV0400f
1.6681005372e+005 4.342709137140871e+001 -0.543225329923650 0.000000000000000e+000 0.000000000000000 4.342701615589755e+001 -0.609475951080839 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 3.947055601218884e+002 -24.653874753683628 0.000000000000000e+000 179.999999999988148 4.577349750383254e+001 -3.255184360233800 9.897314228116848e+001 155.345824461562188 8.657027503751628e+000 176.688766244430184 7.999640459377159e-001 179.452776002507790 7.965607057098537e-001 179.302027033827414
2.1544346900e+005 4.342578743997710e+001 -0.701588448496854 0.000000000000000e+000 0.000000000000000 4.342537481536097e+001 -0.787148625708720 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 3.735875008655972e+002 -30.658920912227671 0.000000000000000e+000 179.999999999988148 4.572427501714336e+001 -4.201215988413092 9.367775023630037e+001 149.340690609327282 8.647720941975399e+000 175.726393449247468 7.999400277106369e-001 179.293247073753520 7.965312341797238e-001 179.098553144823768
2.7825594022e+005 4.342361261260636e+001 -0.906106070814166 0.000000000000000e+000 0.000000000000000 4.342263730842703e+001 -1.016598816360322 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 3.448336029228261e+002 -37.438179720329067 0.000000000000000e+000 179.999999999988148 4.564251915087720e+001 -5.419603037656853 8.646765765272657e+001 142.561318540468818 8.632263256945880e+000 174.486900989044642 7.998999677072742e-001 179.087223749693834 7.964820801921672e-001 178.835779474491517
3.5938136638e+005 4.341998550892674e+001 -1.170215820644180 0.000000000000000e+000 0.000000000000000 4.341807202349364e+001 -1.312895825713318 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 3.088122595678720e+002 -44.678171618359777 0.000000000000000e+000 179.999999999988148 4.550711264831230e+001 -6.985813765540223 7.743523981895611e+001 135.321180360545299 8.606661796462332e+000 172.893431613077780 7.998331569860965e-001 178.821169311296813 7.964001072268855e-001 178.496443687152151
4.6415888336e+005 4.341393715740281e+001 -1.511251480769643 0.000000000000000e+000 0.000000000000000 4.341045987251061e+001 -1.695471947207062 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 2.677442304542649e+002 -51.938667697447954 0.000000000000000e+000 179.999999999988148 4.528389824809169e+001 -8.992919465845388 6.713735628652088e+001 128.060495351127429 8.564458447555486e+000 170.851120097638500 7.997217472331639e-001 178.477621989334068 7.962634260007407e-001 178.058281171753549
5.9948425032e+005 4.340385352124704e+001 -1.951554059761494 0.000000000000000e+000 0.000000000000000 4.339777094414112e+001 -2.189359420153874 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 2.251486127223480e+002 -58.773371295697551 0.000000000000000e+000 179.999999999988148 4.491875370842857e+001 -11.552008241182575 5.645642711025918e+001 121.225547739973862 8.495420375017165e+000 168.246561441657491 7.995360081277204e-001 178.034075474402329 7.960355889893529e-001 177.492601811391438
7.7426368268e+005 4.338704862688611e+001 -2.519878225090842 0.000000000000000e+000 0.000000000000000 4.337662927456925e+001 -2.826747761501717 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.845394143198111e+002 -64.854511693440514 0.000000000000000e+000 179.999999999988148 4.432883140157887e+001 -14.788134559437729 4.627359622065743e+001 115.144092187446574 8.383883817672055e+000 164.951708897987629 7.992264644328669e-001 177.461561604835794 7.956559812694902e-001 176.762492192145714
1.0000000000e+006 4.335905975819277e+001 -3.253147578789103 0.000000000000000e+000 0.000000000000000 4.334143149863997e+001 -3.648909005943293 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.483466815430130e+002 -70.026756064614545 0.000000000000000e+000 179.999999999988148 4.339447617224027e+001 -18.827118710303878 3.719820217842979e+001 109.971440778216547 8.207226327676745e+000 160.836877736999384 7.987109135819549e-001 176.722881040333647 7.950239988239356e-001 175.820580065873401
1.2915496650e+006 4.331249180832756e+001 -4.198591035088375 0.000000000000000e+000 0.000000000000000 4.328290826274660e+001 -4.708500825690757 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.176410940952375e+002 -74.283422614067732 0.000000000000000e+000 179.999999999988148 4.195928369188102e+001 -23.766851298614050 2.949871988087121e+001 105.714248518898756 7.935878579946274e+000 155.799186749062386 7.978531388244671e-001 175.770448737180004 7.939732275769528e-001 174.606331043914508
1.6681005372e+006 4.323514456864184e+001 -5.416224885393870 0.000000000000000e+000 0.000000000000000 4.318581097000254e+001 -6.072153544038517 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 9.245387489113158e+001 -77.708632203154494 0.000000000000000e+000 179.999999999988148 3.985267310651598e+001 -29.629007439950968 2.318297853139550e+001 102.288359949413078 7.537593770710683e+000 149.810516306120434 7.964284142063069e-001 174.543788445454197 7.922299345750515e-001 173.042945966646926
2.1544346900e+006 4.310703862925496e+001 -6.981476547258591 0.000000000000000e+000 0.000000000000000 4.302528700549538e+001 -7.823003083347206 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 7.224231788874349e+001 -80.424663889494951 0.000000000000000e+000 179.999999999988148 3.694987129441079e+001 -36.299793181453587 1.811489359626049e+001 99.571451326167121 6.988791475226363e+000 142.976339325820987 7.940687222175092e-001 172.966878689198467 7.893480572427750e-001 171.034164688736524
2.7825594022e+006 4.289585595240234e+001 -8.987372518218409 0.000000000000000e+000 0.000000000000000 4.276145475230881e+001 -10.062313535394882 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 5.624714929557395e+001 -82.558490254464914 0.000000000000000e+000 179.999999999988148 3.326046937614097e+001 -43.492938822653180 1.410407578167953e+001 97.436492353633369 6.291304132044327e+000 135.572183588966197 7.901787701585418e-001 170.945925716800218 7.846119949618997e-001 168.461792629967164
3.5938136638e+006 4.255038524127944e+001 -11.544959083469433 0.000000000000000e+000 0.000000000000000 4.233195447658629e+001 -12.908333876871005 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 4.369715548871890e+001 -84.225325004819055 0.000000000000000e+000 179.999999999988148 2.898814215932300e+001 -50.781940636320947 1.095714185970305e+001 95.768194784365548 5.483669932960009e+000 128.010690105848568 7.838152556966320e-001 168.368892300317896 7.769033835117868e-001 165.185757500402730
4.6415888336e+006 4.199222630316601e+001 -14.779267648886416 0.000000000000000e+000 0.000000000000000 4.164343270402679e+001 -16.488863424509624 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 3.390192135272911e+001 -85.522812888731480 0.000000000000000e+000 179.999999999988148 2.449058325619647e+001 -57.712005120248193 8.500968976380538e+000 94.468817597187964 4.633556409314946e+000 120.728771686068683 7.735340647858612e-001 165.109467190724473 7.645495290400799e-001 161.050167115619075
5.9948425032e+006 4.110812654068466e+001 -18.816144067561972 0.000000000000000e+000 0.000000000000000 4.056607670822714e+001 -20.921924807204466 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 2.628111721788386e+001 -86.530650020491407 0.000000000000000e+000 179.999999999988148 2.014841460975945e+001 -63.930171223088081 6.590038405252971e+000 93.458540336456323 3.812971794514494e+000 114.056346568131090 7.572491167141266e-001 161.040151572500832 7.452284555701453e-001 155.900915350937055
7.7426368268e+006 3.975000321653408e+001 -23.753598591425678 0.000000000000000e+000 0.000000000000000 3.894119353096623e+001 -26.278374154230711 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 2.036345356627195e+001 -87.312493233929814 0.000000000000000e+000 179.999999999988148 1.624096033424014e+001 -69.253190802502289 5.106173438076545e+000 92.673545575321228 3.074775655954028e+000 108.147011598750055 7.322327873127138e-001 156.060800350652414 7.161118548032919e-001 149.620970917695246
1.0000000000e+007 3.775625291335171e+001 -29.613565679004338 0.000000000000000e+000 0.000000000000000 3.661730824370647e+001 -32.526356466657809 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.577362882888865e+001 -87.918549849639234 0.000000000000000e+000 179.999999999988148 1.290321574738232e+001 -73.653958342356077 3.955266521148696e+000 92.063418579367621 2.444544647488694e+000 102.989811627663229 6.955084523497981e-001 150.146721896990329 6.745258623227680e-001 142.183467021853062
1.2915496650e+007 3.500847918695343e+001 -36.282647775651057 0.000000000000000e+000 0.000000000000000 3.352264864247546e+001 -39.476350587370241 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 1.221617553322130e+001 -88.388124777388470 0.000000000000000e+000 179.999999999988148 1.015283227936194e+001 -77.205902729030910 3.063228647370695e+000 91.588586553652775 1.925678973836340e+000 98.462665077189556 6.448954456537372e-001 143.407752930278917 6.192703572533997e-001 133.704029341922535
1.6681005372e+007 3.151535872055991e+001 -43.474994654347491 0.000000000000000e+000 0.000000000000000 2.974607444196049e+001 -46.770032887219280 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 9.460040119996641e+000 -88.751851682881806 0.000000000000000e+000 179.999999999988148 7.939324030371574e+000 -80.027923672634856 2.372122717239828e+000 91.218069845635995 1.508711379833878e+000 94.384912187801604 5.805539117982417e-001 136.125145081142904 5.520871591861092e-001 124.449643382026437
2.1544346900e+007 2.746937200089093e+001 -50.764334951226346 0.000000000000000e+000 0.000000000000000 2.555711512687023e+001 -53.951207915594416 0.000000000000000e+000 179.999999999988148 0.000000000000000e+000 179.999999999988148 7.325261569831577e+000 -89.033542859625626 0.000000000000000e+000 179.999999999988148 6.184380755591596e+000 -82.247721366457228 1.836823180325656e+000 90.927609302995094 1.178934545761169e+000 90.551373213834978 5.060298049338088e-001 128.719231259520996 4.780179272919534e-001 114.767052570026067
2.7825594022e+007 2.320911891351032e+001 -57.695773842543069 0.000000000000000e+000 0.000000000000000 2.132177260091845e+001 -60.596848418460731 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 5.672007159578309e+000 -89.251678910713835 0.000000000000000e+000 0.000000000000000 4.805884992381832e+000 -83.983011502821014 1.422266731407408e+000 90.698147183072592 9.209466106599714e-001 86.749069321057618 4.275607261345287e-001 121.637238337222399 4.038669287846582e-001 104.955177460527409
3.5938136638e+007 1.909525808147963e+001 -63.915981548114850 0.000000000000000e+000 0.000000000000000 1.736829497198054e+001 -66.426851346072723 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 4.391779169622105e+000 -89.420588962594792 0.000000000000000e+000 0.000000000000000 3.729237148931312e+000 -85.334402005024188 1.101247376632998e+000 90.514608956712792 7.207949981359806e-001 82.764290562535933 3.517906910247489e-001 115.222596551989923 3.357534683032670e-001 95.167431474343985
4.6415888336e+007 1.539269961024128e+001 -69.241282670346763 0.000000000000000e+000 0.000000000000000 1.390020851597668e+001 -71.333207971144731 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 3.400464751313117e+000 -89.551376951420025 0.000000000000000e+000 0.000000000000000 2.891246180589226e+000 -86.384398170596057 8.526736755785654e-001 90.364927966815415 5.667099046970722e-001 78.388446702653894 2.836001087194288e-001 109.646204161751143 2.775150766687190e-001 85.409507031258428
5.9948425032e+007 1.222963964152622e+001 -73.644250116413829 0.000000000000000e+000 0.000000000000000 1.099024852962752e+001 -75.341357648811112 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.632888685826117e+000 -89.652644623197958 0.000000000000000e+000 0.000000000000000 2.240371849185023e+000 -87.199082297223498 6.602028362422120e-001 90.239259073356266 4.491380896686487e-001 73.431095845009878 2.253512347909041e-001 104.919004489872464 2.305632766123995e-001 75.624510194072982
7.7426368268e+007 9.623014403546717e+000 -77.198139583743369 0.000000000000000e+000 0.000000000000000 8.620622345855868e+000 -78.550915608696030 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 2.038565094191249e+000 -89.731054027088817 0.000000000000000e+000 0.000000000000000 1.735468638043227e+000 -87.830659178519909 5.111754494410237e-001 90.129334339076863 3.604756452124579e-001 67.748349638363180 1.773571100922271e-001 100.946492138034529 1.945615524083620e-001 65.811444577384762
1.0000000000e+008 7.525106387785946e+000 -80.021792456181231 0.000000000000000e+000 0.000000000000000 6.727931821666632e+000 -81.088060017852314 0.000000000000000e+000 0.000000000000000 0.000000000000000e+000 0.000000000000000 1.578393881675936e+000 -89.791764288025902 0.000000000000000e+000 0.000000000000000 1.344096070285718e+000 -88.320036709199996 3.957871173365548e-001 90.027920591490499 2.946937137616691e-001 61.290746796841695 1.387401418976017e-001 97.582466512090463 1.681857331284419e-001 56.114020616286751
